"Sneaker_name","Sneaker_url","Sneaker_img","Sneaker_title","Sneaker_title_url","Sneaker_brand","Sneaker_brand_url","Sneaker_description","Sneaker_brand_img","Sneaker_brand_img_url"
"adidas Americana Low (weiß / rot)","https://www.43einhalb.com/p/adidas-americana-low-weiss-rot-368134","https://43einhalb.com/media/233440/w/616/h/370/n/adidas-ef6385-americana-low-1.jpg","Force 1 TD (weiß)","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Nike","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Die legendäre B-Ball Silhouette des Americana erhält ein überragendes Retro-Makeover!
Erstmals in den 70er Jahren in den Basketballhallen der ABA zu sehen, wurde der Americana im Laufe der Zeit immer mehr verändert. Während die früheren Modelle ein Netzgewebe als Upper mit einer Zehenkappe aus Leder besaßen, hatten die in Mitte der 1970er hergestellten Schuhe eine Zehenkappe halb aus Velour und halb aus Shell. Ende der 70er Jahre stellte adidas dann eine Version aus Nylon/Mesh und einer Velours-Zehenkappe her.
Nun beglücken uns die Jungs von adidas mit einer neuen Low Cut Version des B-Ball Klassikers, die an Retro-Charme kaum zu übertreffen ist. Der adidas Americana Low kommt mit einem cleanen Upper aus Canvas und Leder. Das Besondere: adidas verzichtet bewusst auf seine typischen Drei Streifen – anstatt dessen ziert ein schlichter Americana Low Schriftzug das lässige Upper. Rote Highlights und eine dunklere Außensohle runden den Look perfekt ab.","https://43einhalb.com/media/58939/w/240/h/158/n/58939.jpg","https://www.43einhalb.com/marken/adidas"
"adidas Torsion Comp (weiß / bunt)","https://www.43einhalb.com/p/adidas-torsion-comp-weiss-bunt-367888","https://43einhalb.com/media/230937/w/616/h/370/n/adidas-ef5974-torsion-comp-1.jpg","Force 1 TD (weiß)","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Nike","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Ein Tennis-Style mit 90’s Vibes!
Dieser Sneaker ist vom Tennis-Style der 90er inspiriert und mixt Vintage-Vibes mit sportlichem Style. Das integrierte Torsion System ermöglicht eine optimierte Bewegungsfreiheit von Rück- zu Vorfuß, während ein sichtbares, stabilisierendes Element im Fersenbereich sicheren Halt garantiert. Perforierung im Obermaterial aus Leder sorgen zudem für atmungsaktiven Tragekomfort und runden zusammen mit der dämpfenden EVA-Zwischensohle das Design ab.
Hier kommt der adidas Torsion Comp mit einem weißen Upper daher. Die dezenten, farbenfrohen Details sind perfekt um den cleanen Look abzurunden.","https://43einhalb.com/media/58939/w/240/h/158/n/58939.jpg","https://www.43einhalb.com/marken/adidas"
"Nike Blazer Mid '77 ""Black Suede""","https://www.43einhalb.com/p/nike-blazer-mid-77-black-suede-386616","https://43einhalb.com/media/226599/w/616/h/370/n/nike-cw2371-001-blazer-mid-77-suede-1-kopie.jpg","Cloud ""All Black""","https://www.43einhalb.com/p/on-cloud-all-black-106398","On","https://www.43einhalb.com/p/on-cloud-all-black-106398","Der Nike Blazer wurde bei seiner Premiere im Jahr 1972 zum sofortigen Klassiker, sowohl auf, als auch abseits des Platzes. Seinen Namen verdankt er Portlands Basketballteam, als dieses der Liga beitrat.
Der Blazer kann außerdem mit Stolz von sich behaupten, nicht nur einer der ersten Sneaker auf den Basketball-Courts der 70er zu gewesen zu sein, sondern zudem den wohl größten Nike Swoosh zu tragen, der jemals auf einem Nike Sneaker platziert wurde.
2019 begann Nike mit der Blazer Offensive - Virgil Abloh und Sacai haben sich bereits die Silhouette vorgeknöpft und ihr frisches Leben eingehaucht. Für das weitere Jahr hat Nike Sportswear einige weitere Releases auf Lager wie diesen grandiosen »Vintage« Release!
Der neue Blazer Mid '77 Vintage »Black Suede« verfügt über ein Obermaterial aus schwarzem Suede und einem grauen Nike Swoosh. Das Vintage-Finish auf der Mittelsohle sorgt für einen Old-School-Look und lässt unser Sneakerherz höher schlagen!
Zu unseren Nike Blazer-Modellen.","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike"
"adidas Rivalry Low (rot / weiß / blau)","https://www.43einhalb.com/p/adidas-rivalry-low-rot-weiss-blau-368158","https://43einhalb.com/media/229714/w/616/h/370/n/adidas-ef6414-rivalry-low-1.jpg","Force 1 TD (weiß)","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Nike","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Der adidas Rivalry ist von klassischen B-Ball-Styles der 80er inspiriert und kombiniert stylishes Design mit modernem Komfort.
Mit der Neuinterpretation des Klassikers schafft es adidas Originals wieder einmal einen erfolgreichen Court-Sneaker auf der Straße noch erfolgreicher zu machen. Der minimalistische Retrolook wird durch moderne Materialien und neuster Technologie ergänzt. Der Fortschritt zeigt sich vor allem am Suede-Upper mit aufgestickten Drei Streifen und der modernen BOOST- Sohle, die für optimalen Komfort mit jedem Schritt sorgt!
Hier kommt der adidas Rivalry Low mit einem farblich drei-geteilten Upper in Blau, Weiß und Rot.","https://43einhalb.com/media/58939/w/240/h/158/n/58939.jpg","https://www.43einhalb.com/marken/adidas"
"adidas Superstar W (weiß)","https://www.43einhalb.com/p/adidas-superstar-w-weiss-371428","https://43einhalb.com/media/225315/w/616/h/370/n/adidas-women-fv3344-superstar-w-1.jpg","Force 1 TD (weiß)","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Nike","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Releasedate: 13.02.2020 | Online: 00:01 Uhr.
Seit knapp 50 Jahren schmückt der adidas Superstar die Füße dieser Welt: Von Tokyo, über London nach New York – kaum ein anderer Schuh des Sportartikelherstellers aus Herzogenaurach hat die Modewelt so sehr geprägt wie der »Shell Toe«. Bis heute gehört der Superstar zu den erfolgreichsten und meistverkauften adidas Silhouetten weltweit und lässt dabei aufgrund seiner ikonischen Geschichte obendrein jedes Sneaker-Sammlerherz höher schlagen.
Ursprünglich als reine Basketball-Silhouette konzipiert, wurde der adidas Superstar 1969 eigens für die NBA-Champions der Boston Celtics angefertigt. Design und Konstruktion waren zur damaligen Zeit einzigartig und genauso revolutionär – der erste Vollleder-Sportschuh mit Kunststoffkappe. Bereits Mitte der 70er Jahre war der Superstar aus dem Profibasketball nicht mehr wegzudenken. Doch der Basketballcourt war erst der Anfang: Der große Durchbruch des Superstars erfolgte schließlich in den 80ern und zwar an den Füßen der Hip Hop-Legenden Run D.M.C. Ob New York, Paris oder Tokyo, wo immer Run D.M.C. auftauchten, waren die adidas Superstart nicht weit entfernt. Das Besondere: Die Jungs trugen ihre Superstart stets ohne Laces – und setzten damit einen legendären Streetstyle-Trend. Spätestens nachdem Run D.M.C. dem Superstar ihren Song »My adidas« widmeten, erhielt der Sneaker absoluten Kultstatus, der bis heute anhält.
Hier kommt der ikonische adidas Superstar in einer Girls-Only Version. Die matten Metallnieten peppen das weiße Leder-Upper optisch auf und machen den Sneaker zum echten Hingucker!","https://43einhalb.com/media/58939/w/240/h/158/n/58939.jpg","https://www.43einhalb.com/marken/adidas"
"adidas Superstar Laceless (weiß / schwarz)","https://www.43einhalb.com/p/adidas-superstar-laceless-weiss-schwarz-371254","https://43einhalb.com/media/225303/w/616/h/370/n/adidas-fv3017-superstar-laceless-1-kopie.jpg","Force 1 TD (weiß)","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Nike","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Releasedate: 13.02.2020 | Online: 00:01 Uhr.
Seit knapp 50 Jahren schmückt der adidas Superstar die Füße dieser Welt: Von Tokyo, über London nach New York – kaum ein anderer Schuh des Sportartikelherstellers aus Herzogenaurach hat die Modewelt so sehr geprägt wie der »Shell Toe«. Bis heute gehört der Superstar zu den erfolgreichsten und meistverkauften adidas Silhouetten weltweit und lässt dabei aufgrund seiner ikonischen Geschichte obendrein jedes Sneaker-Sammlerherz höher schlagen.
Ursprünglich als reine Basketball-Silhouette konzipiert, wurde der adidas Superstar 1969 eigens für die NBA-Champions der Boston Celtics angefertigt. Design und Konstruktion waren zur damaligen Zeit einzigartig und genauso revolutionär – der erste Vollleder-Sportschuh mit Kunststoffkappe. Bereits Mitte der 70er Jahre war der Superstar aus dem Profibasketball nicht mehr wegzudenken. Doch der Basketballcourt war erst der Anfang: Der große Durchbruch des Superstars erfolgte schließlich in den 80ern und zwar an den Füßen der Hip Hop-Legenden Run D.M.C. Ob New York, Paris oder Tokyo, wo immer Run D.M.C. auftauchten, waren die adidas Superstart nicht weit entfernt. Das Besondere: Die Jungs trugen ihre Superstart stets ohne Laces – und setzten damit einen legendären Streetstyle-Trend. Spätestens nachdem Run D.M.C. dem Superstar ihren Song »My adidas« widmeten, erhielt der Sneaker absoluten Kultstatus, der bis heute anhält. Run D.M.C. setzten zweifelsohne den Startschuss für die legendäre Erfolgsgeschichte des adidas Superstars in den nächsten Jahren.
Kein Wunder ist es also, dass der neueste Release des adidas Superstar genau den Urvätern der Kult-Silhouette gewidmet ist. Der neue adidas Superstar Laceless ist eine Hommage an die Jungs von Run D.M.C., die ihre Superstar Kicks stets ohne Laces trugen. Für diejenigen, die jedoch nicht auf die klassischen Schnürsenkel verzichten wollen, gibt‘s jedoch selbstverständlich noch zwei Paar Laces on top dazu. Hier kommt der adidas Superstar Laceless mit klassischem Leder-Upper in Weiß. Die schwarzen Streifen sorgen für den typischen Kultlook.","https://43einhalb.com/media/58939/w/240/h/158/n/58939.jpg","https://www.43einhalb.com/marken/adidas"
"adidas Superstan (weiß / grün)","https://www.43einhalb.com/p/adidas-superstan-weiss-gruen-372906","https://43einhalb.com/media/226824/w/616/h/370/n/adidas-fw9328-superstar-1.jpg","Force 1 TD (weiß)","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Nike","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Wenn zwei Ikonen aufeinander treffen…
Die Archive von adidas Originals sind eine wahre Fundgrube an klassischen Designs! Doch, obwohl viele Silhouetten die Sneaker-Kultur im Laufe der Jahre beeinflusst haben, sind keine Schuhe so zeitlos wie der adidas Superstar und der adidas Stan Smith! Grund genug für die »Drei Streifen« zum 50. Jubiläum des adidas Superstars in diesesm Jahr nun den neuen Superstan zu präsentieren.
Wir können es kaum glauben, dass der Superstar schon seit 50 Jahren die Füße dieser Welt schmückt: Von Tokyo, über London nach New York – kaum ein anderer Schuh des Sportartikelherstellers aus Herzogenaurach hat die Modewelt so sehr geprägt wie der »Shell Toe«. Bis heute gehört der Superstar, der ursprünglich als reine Basketball-Silhouette konzipiert wurde, zu den erfolgreichsten und meistverkauften adidas Franchises weltweit und lässt dabei aufgrund seiner ikonischen Geschichte jedes Sneaker-Sammlerherz höher schlagen.
Aus zwei wird eins.
Neben neuen Versionen und Colorways des Klassikers dürfen wir uns 2020 über einen noch nie da gewesenen Hybrid-Sneaker freuen: Die Shell Toe vom Superstar verschmilzt mit den typischen Designelementen des Stan Smith. Ein weißes Leder-Upper mit perforierten drei Streifen und das grüne Detail im Fersenbereich sind natürlich am Start. Das Ergebnis ist jetzt schon legendär: Gude Superstan!","https://43einhalb.com/media/58939/w/240/h/158/n/58939.jpg","https://www.43einhalb.com/marken/adidas"
"Saucony Jazz (Fade)","https://www.43einhalb.com/p/saucony-jazz-fade-391272","https://43einhalb.com/media/225181/w/616/h/370/n/saucony-s70485-2-jazz-original-vintage-1.jpg","Cloud Hi (grau)","https://www.43einhalb.com/p/on-cloud-hi-grau-362677","On","https://www.43einhalb.com/p/on-cloud-hi-grau-362677","»At Saucony, we exist for runners.«
Unter diesem Leitsatz kreiert die Marke Saucony hochwertige Produkte, die auch perfekt zum alltäglichen Streetstyle passen. Durch die, an Läufer angepasste Technologie und Designs sind die Saucony-Sneaker nicht nur sehr modisch, sondern auch unglaublich bequem.
Der Jazz ist ein Ausdruck von Saucony’s Freude an Retro-Runnern! Mit den Original-Merkmalen der klassischen Silhouette kommt der Sneaker mit einem zeitlosen Stil, der fast zu jedem Outfit passt. Das Upper aus Mesh, Nylon und Suede sitzt auf einer EVA Zwischensohle, auf der ihr auf Marshmellows lauft - damit meinen wir super weich nicht super klebirg!
Jetzt präsentiert Saucony mit dem Jazz Fade einen starken Retro-Colorway, der uns mit auffälligem Colorblocking direkt zurück in die 80er Jahre katapultiert. Während das typische Nylon-Upper mit einem Pink-Blauem Farbverlauf glänzt, runden die grauen Suede-Overlays den Look perfekt ab. Der Jazz-Streifen, die Laces und die Zwischensohle in Weiße bieten einen weiteren Kontrast. Der Saucony Jazz hat die Zeiten überdauert und sich einen festen Platz als Klassiker in der Sneaker-Welt gesichert.","https://43einhalb.com/media/46324/w/240/h/158/n/46324.jpg","https://www.43einhalb.com/marken/saucony"
"Reebok Classic Nylon (weiß / blau / rot)","https://www.43einhalb.com/p/reebok-classic-nylon-weiss-blau-rot-369258","https://43einhalb.com/media/231052/w/616/h/370/n/reebok-woman-eg5909-cl-nylon-1.jpg","Force 1 TD (weiß)","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Nike","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Clean, schlicht und angenehm im Komfort - 1987 kam Reeboks Klassiker erstmals auf den Markt und eroberte im Handumdrehen die Herzen der Sneaker-Fans. Kein Wunder! Denn der Reebok Classic Nylon passt einfach zu allem, egal ob Jeans, Shorts oder Jogger.
Wie der Name schon vermuten lässt, kommt die Silhouette mit weichem Nylon-Obermaterial in Weiß, einer gestanzten EVA-Zwischensohle und stabilen Gummisohle. Blau-rote Details runden den Retro-Look ab.
Classy!","https://43einhalb.com/media/244388/w/240/h/158/n/244388.jpg","https://www.43einhalb.com/marken/reebok"
"adidas Adilette Sandal 3.0 ""Polka Dot Pack""","https://www.43einhalb.com/p/adidas-adilette-sandal-30-polka-dot-pack-367288","https://43einhalb.com/media/230171/w/616/h/370/n/adidas-woman-ef5641-adilette-sandal-30-1.jpg","Cloud ""All Black""","https://www.43einhalb.com/p/on-cloud-all-black-106398","On","https://www.43einhalb.com/p/on-cloud-all-black-106398","Während man im letzten Jahr nicht um Animal-Prints herum kam, zieren jetzt Polka Dots die Outfits der Fashionistas. Aber nicht nur Designer-Marken setzten auf das verspielte Design, auch die Sportartikelhersteller haben den Trend erkannt und packen große und kleine Punkte auf beliebte Silhouetten.
Aber die »Dots« sind kein neuer Trend. Wir kennen das Muster bereits von unserer Lieblings Comic-Figur: Minnie Mouse! Bereits 1928 stattete Walt Disney die kultige Maus mit einem roten Kleid mit weißen Punkten samt Schleife aus. Allgemein waren Polka Dots bereits im Hollywood der 40er- und 50er Jahre besonders angesagt. Der Name stammt übrigens vom polnischen Volkstanz, der Polka, ab und steht deshalb wie kein anders Muster für Lebensfreude, Energie und Spaß.
Passend zum anstehenden Frühling und als Teil des »Polka Dot Packs« präsentiert adidas eine ganz besondere Version der Adilette: die Adilette Sandale 3.0. adidas hat sich das klassische Sandaletten Modell geschnappt und mit der legendären Adilette kombiniert. Die Riemen sind hierbei komplett aus Neopren gefertigt, was dir ein super bequemes Tragegefühl verleiht. Die verspielten Polka Dots auf den Verschlüssen komplettieren den 70s Look der adidas Adilette Sandale 3.0. Dieses Pack ist in jeder Hinsicht eine modische Punktlandung!","https://43einhalb.com/media/58939/w/240/h/158/n/58939.jpg","https://www.43einhalb.com/marken/adidas"
"adidas Continental 80 Baar (grau / gelb)","https://www.43einhalb.com/p/adidas-continental-80-baar-grau-gelb-368248","https://43einhalb.com/media/227284/w/616/h/370/n/adidas-ef6769-continental-80-baara-1.jpg","Cloud Hi (grau)","https://www.43einhalb.com/p/on-cloud-hi-grau-362677","On","https://www.43einhalb.com/p/on-cloud-hi-grau-362677","adidas Originals präsentiert die neuste Version seiner Yung-Serie und bringt ein Modell aus dem adidas-Archiv zurück - den Continental 80.
Damals wie heute punktet der Continental 80 mit einem Leder-Upper, French Terry Lining und einer Zusammensetzen Cupsole, die mit EVA-Einsätzen für ein bequemes Tragegefühl sorgt. Der perfekte casual Sneaker für deinen Alltag!
Für den brandneuen adidas Continental 80 Baar hat sich adidas Originals von japanischer Handwerkskunst inspirieren lassen, die allem einen besonderen Touch verleiht. Die Steppungen und Nahtdetails lassen den Continental 80 wie von Hand gemacht aussehen. Außerdem garantiert dir die grob profilierte Außensohle Grip auf jedem Untergrund.","https://43einhalb.com/media/58939/w/240/h/158/n/58939.jpg","https://www.43einhalb.com/marken/adidas"
"Nike WMNS Daybreak (weiß / braun / schwarz)","https://www.43einhalb.com/p/nike-wmns-daybreak-weiss-braun-schwarz-355095","https://43einhalb.com/media/251560/w/616/h/370/n/nike-woman-ck2351-700-daybreak-1.jpg","WMNS Daybreak (weiß / braun / schwarz)","","Nike","","Die 1970er Jahre sind wohl die goldene Ära der Nike-Schuhe, das Jahrzehnt brachte einige der legendärsten Laufschuhe von Nike hervor, die auch heute noch, 40 Jahre später, ihre Designs inspirieren. Ähnlich im Design wie einige der anderen Klassiker der in Oregon ansässigen Marke - nämlich LDV und Air Tailwind '79 - verfügt der Daybreak über ein frühes revolutionäres Stück Nike-Technologie: die Waffle-Laufsohle.
Nur wenige Marken werden für ihre Laufsohlen gelobt, aber bereits in den 70er Jahren führte die Suche nach einer Sohle, die den Halt auf einer Vielzahl von Oberflächen nicht verliert, zur Erfindung der legendären Waffle-Laufsohle. Die Geschichte der Erfindung des Nike Gründers Bill Bowerman hat sich in der Geschichte der Schuhindustrie niedergeschlagen: Anscheinend kam Bills eureka Moment, als er am Frühstückstisch über einem Waffelteller saß. Die Waffeleisen-Laufsohle, die mit dem Austausch von Teig gegen Urethan experimentierte, war ein Wendepunkt und bot klebstoffähnlichen Halt auf einer Vielzahl von Laufflächen.
Bekannt als bahnbrechende Nike-Silhouette, wurde der Nike Daybreak mit einem Upper aus Nylon und Wildleder, einer EVA-Zwischensohle und einer Waffle-Laufsohle ausgestattet, die Stoßdämpfung und Traktion gleichermaßen bietet. Eine zusätzliche Cup-Innensohle sorgt dafür, dass der Druck auf den kompletten Fuß erhöht und verteilt wird.","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike"
"New Balance M1500YOR - Made in England ""Year of the Rat""","https://www.43einhalb.com/p/new-balance-m1500yor-made-in-england-year-of-the-rat-348605","https://43einhalb.com/media/228121/w/616/h/370/n/nb-780821-60-8-m1500yor-1.jpg","Cloud ""All Black""","https://www.43einhalb.com/p/on-cloud-all-black-106398","On","https://www.43einhalb.com/p/on-cloud-all-black-106398","Dieses Jahr hat das Chinesische Neujahr am 25. Januar 2020 begonnen und es ist mittlerweile bei den Sportswear Marken zur Tradition geworden, diesem Ereignis eine eigene Neujahrskollektion zu widmen! Kein Wunder also, dass New Balance nun das »Year of the Rat« Pack an den Start bringt!
Wie der Name schon vermuten lässt, sind die drei Silhouetten aus dem neuen Pack - alle mit dem Qualitätssiegel »Flimby« ausgestattet - von der Ratte inspiriert. Nach dem Chinesischen Horoskop kommt das Jahr der Metallratte direkt nach dem Jahr des Erdschweins (2019) und vor dem Jahr des Metallochsen (2021). Die Ratte ist das erste Zeichen aus dem 12 Tierkreislauf des Chinesischen Tierkreises, und aus diesem Grund wird diese Zeitspanne auch als ein Jahr des Neubeginns und der Erneuerung betrachtet.
New Balance M1500YOR »Year of the Rat - Jet Black Rat«
Einer unserer absoluten NB-Lieblinge feierte 2019 einen runden Geburtstag: Der New Balance 1500 kam 1989 zum ersten Mal auf den Markt und wurde somit vergangenes Jahr schon stolze 30 Jahre. Grund genug für die Traditionsmarke aus Boston viele starke Colorways des Klassikers an den Start zu bringen - und auch 2020 ist lange noch nicht Schluss damit!
Do besteht dieser neue 1500er »Year of the Rat« aus einem hochwertigen Schweinsleder-Upper, das auf einer klassischen ENCAP-Mittelsohle sitzt. Der Schuh evoziert den New-Balance-Look der späten 1980er und frühen 1990er, diesmal inspiriert von der jettschwarzen Ratte.","https://43einhalb.com/media/212737/w/240/h/158/n/212737.jpg","https://www.43einhalb.com/marken/new-balance"
"Saucony Azura (weiß / lila)","https://www.43einhalb.com/p/saucony-azura-weiss-lila-391578","https://43einhalb.com/media/227650/w/616/h/370/n/saucony-s6047-31-azura-1.jpg","Force 1 TD (weiß)","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Nike","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","No Artificial Ingredients.
»This is dedicated to people tired to hype and hot air. Tired of running shoes designed by marketing teams and not research teams. Tired of artificial innovations that go in and out of style as quickly as last season’s designer fashion. This is dedicated to runner. And to you, we dedicated the new Saucony Azura ST.« (Saucony, 1988)
Der Saucony Azura wurde ursprünglich 1988 als simpler Running-Schuh, dessen technische Innovation im Mittelpunkt stand, auf den Markt gebracht. Saucony verfolgte mit dem Schuh ein einfaches Ziel: Das Laufen sollte so bequem und sicher wie möglich sein!
Mehr als 30 Jahre später kommt der Azura wieder zurück in die Schuhregale dieser Welt. Der Runner kommt mit einem Obermaterial aus Mesh, Leder und Textil. Das Farbschema aus Weiß und Lila, sowie die dezenten Details in Orange sorgen für einen mutigen Look, der Wärme und Retro-Feeling ausstrahlt. Die formgepresste EVA-Zwischensohle sorgt für eine leichte und dauerhafte Dämpfung.","https://43einhalb.com/media/46324/w/240/h/158/n/46324.jpg","https://www.43einhalb.com/marken/saucony"
"adidas SC Premiere (rosa)","https://www.43einhalb.com/p/adidas-sc-premiere-rosa-370110","https://43einhalb.com/media/220038/w/616/h/370/n/adidas-eh1093-sc-premiere-1.jpg","V-10 - B-MESH (beige / weiß)","https://www.43einhalb.com/p/veja-v-10%09-b-mesh-beige-weiss-392484","VEJA","https://www.43einhalb.com/p/veja-v-10%09-b-mesh-beige-weiss-392484","Leichte Sneaker im Tennis-Style sind so angesagt wie eh und je: Auch der neue adidas SC Premiere ist eindeutig vom cleanen Look der traditionellen Tennisschuhe inspiriert. Das auffällige Panel-Design verpasst der neuen Silhouette zusätzlich einen modernen Streetstyle-Look und versprüht stylischen Minimalismus.
Der adidas SC Premiere kommt mit einem cleanen Upper aus weichem Leder und Suede in dezentem Rosa. Die herausstechenden Overlays verleihen der Silhouette einen angesagten Strukturlook. Die Ortholite Einlegesohle sorgt zusätzlich für eine optimale Dämpfung und ein weiches Tragegefühl.","https://43einhalb.com/media/58939/w/240/h/158/n/58939.jpg","https://www.43einhalb.com/marken/adidas"
"Vans Style 138 LX Suede (beige / grün)","https://www.43einhalb.com/p/vans-style-138-lx-suede-beige-gruen-394601","https://43einhalb.com/media/220757/w/616/h/370/n/vans-vn0a45kdxei1-style-138-lx-1.jpg","V-10 - B-MESH (beige / weiß)","https://www.43einhalb.com/p/veja-v-10%09-b-mesh-beige-weiss-392484","VEJA","https://www.43einhalb.com/p/veja-v-10%09-b-mesh-beige-weiss-392484","Der Vans Style 138 verfügt über eine Zehenkappe aus Gummi, ein Obermaterial aus Canvas und Wildleder, ein gepolsterten Schaftrand und eine Gummisohle in charakteristischer Waffel-Optik für festen Halt.
Hier kommt der Vans OG Style 138 LX Suede mit einem beigen Upper daher. Die Neon Grünen Wildleder Details, sowie die weißen Schnürsenkel runden den Look perfekt ab.","https://43einhalb.com/media/103047/w/240/h/158/n/103047.jpg","https://www.43einhalb.com/marken/vans"
"Karhu Fusion 2.0 ""True to Form - Rainy Day""","https://www.43einhalb.com/p/karhu-fusion-20-true-to-form-rainy-day-390406","https://43einhalb.com/media/229791/w/616/h/370/n/karhu-f804073-fusion-20-1.jpg","V-10 - B-MESH (beige / weiß)","https://www.43einhalb.com/p/veja-v-10%09-b-mesh-beige-weiss-392484","VEJA","https://www.43einhalb.com/p/veja-v-10%09-b-mesh-beige-weiss-392484","Releasedate: 13.03.2020 | Online: 00:01 Uhr | Instore: Frankfurt.
BITTE BEACHTEN: Uns ist aufgefallen, dass der Fusion circa eine halbe Nummer kleiner ausfällt. Solltet Ihr also zwischen zwei Größen stehen, entscheidet Euch lieber für die größere.
Karhu ist das finnische Wort für »Bär« und steht für eine der führenden europäischen Marken im Running-Bereich. Mit ihrem authentischen Auftritt und ihrer starken Outdoor-Verbindung präsentieren die Jungs und Mädels von Karhu schon seit mehr als 100 Jahre Running- und Outdoor-Produkte.
Zu unseren Lieblingsmodellen gehört zweifelsohne der Karhu Fusion 2.0. Neben den hochwertigen Materialien, die bei der Herstellung des Runners verwendet werden, legt Karhu seit Beginn viel Wert auf das Design der Sneaker. Bei der Zusammensetzung der verschiedenen Materialien, die am Ende ein tolles Muster ergeben, achtet die finnische Brand vor allem darauf, dass Nähte sauber verarbeitet werden. Mehrere Jahre kann es dauern, bis man erlernt hat, wie man die Schuhe richtig zusammennäht. Doch wenn man es beherrscht, verfügt man über die Gabe die Schuhe zu etwas ganz besonderen werden zu lassen!
Der Schlüssel zu einer erfolgreichen Naht, ist die Verwendung von Fasern in Form von Fäden. Der Fotograf Bram Spaan konzentriert sich bei seiner Arbeit auf den Herstellungsprozess von Schuhen - und auch er weiß einen gut verarbeiteten Schuh zu würdigen. Mit der farblichen Anpassung der Fäden perfektioniert der Künstler den Fusion 2.0 in Zusammenarbeit mit Karhu.","https://43einhalb.com/media/106028/w/240/h/158/n/106028.jpg","https://www.43einhalb.com/marken/karhu"
"Puma x Def Jam Sky LX (weiß / rot)","https://www.43einhalb.com/p/puma-x-def-jam-sky-lx-weiss-rot-389292","https://43einhalb.com/media/228160/w/616/h/370/n/puma-374536-01-sky-lx-def-jam-1-kopie.jpg","Force 1 TD (weiß)","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Nike","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Releasedate: 07.03.2020 | Online: 00:01 Uhr.
Puma hat mal wieder tief in ihren Archiven gegraben und bringt uns einen der bekanntesten NBA-Schuhe der 80-Jahre als Lifestyle Sneaker zurück - den Sky LX.
Zur seiner Zeit wurde er auf New Yorks Straßen von Sneakerheads und B-Ball Playern gleichermaßen gefeiert. Auch in der NBA und College-Liga gehörte der Sneaker praktisch zum Inventar. Dabei überzeugte der Sky LX nicht nur mit seiner perfekten Passform, die dank der Klettriemen und dem Schnürsystem auch den harten Anforderungen im Leistungssport mehr als gerecht worden ist. Der authentische Vintage-Look macht den Sky LX damals wie heute zu einer beliebten Lifestyle-Silhouette auch abseits des Courts.
Jetzt bringt Puma zusammen mit dem US-amerikanischen Plattenlabel »Def Jam« eine starke Neuauflage der klassischen B-Ball Silhouette an den Start. Seit der Gründung des Labels durch Rick Rubin verbindet Def Jam und Puma eine gemeinsame Leidenschaft – die Liebe zum Hip Hop. Um Pumas und Def Jams ehrfürchtige Rolle in der Hip Hop-Geschichte und -Kultur zu gedenken, präsentiert Puma nun den ikonischen Sky LX mit coolem Def Jam Logo auf der Zunge.
Der Puma x Def Jam Sky LX kommt mit einem weißem Upper aus robustem Glattleder und angesagten Suede-Overlays in knalligem Rot. Ein absolutes Highlight ist der Def Jam-Logo auf der Zunge, das den starken Retro-Look perfekt abrundet.","https://43einhalb.com/media/59719/w/240/h/158/n/59719.jpg","https://www.43einhalb.com/marken/puma"
