"Sneaker_name","Sneaker_url","Sneaker_img","Sneaker_title","Sneaker_title_url","Sneaker_brand","Sneaker_brand_url","Sneaker_price","Sneaker_description","Sneaker_brand_img","Sneaker_brand_img_url"
"adidas x Pharrell Williams UltraBOOST DNA 5.0 (schwarz)","https://www.43einhalb.com/p/adidas-x-pharrell-williams-ultraboost-dna-50-schwarz-508158","https://43einhalb.com/media/255222/w/616/h/370/n/adidas-h01893-ultrabost-dna-6.jpg","Cloud ""All Black""","https://www.43einhalb.com/p/on-cloud-all-black-106398","On","https://www.43einhalb.com/p/on-cloud-all-black-106398","€ 179,95","Releasedate: 12.12.2020 | Online: 00:01 Uhr. | Instore: Frankfurt.
Zwei geniale Partner und eine starke Botschaft: Human Race. Wir sind alle eine Rasse, alles Menschen.
Dass Pharell Williams und adidas einfach eine perfekte Kombo sind, haben sie bereits unter anderem auf dem Superstar und dem Stan Smith bewiesen. Nun legen der US-amerikanische Tausendsassa und die fränkische Brand nach und präsentieren 2020 neue Colorways der NMD »Human Race«-Reihe.
Dieses Mal beweist sich der Künstler und Musiker aus Virginia auf der beliebten UltraBOOST Running-Silhouette. Das Primeknit Obermaterial und die BOOST Mid Sole sorgen für den perfekten Tragekomfort beim nächsten Run. Die Außensohle aus Continental Gummi und die reflektierenden Rope Laces geben dem Modell den futuristischen Look, den wir von adidas und dem UltraBOOST DNA 5.0 kennen.","https://43einhalb.com/media/58939/w/240/h/158/n/58939.jpg","https://www.43einhalb.com/marken/adidas"
"Birkenstock Gizeh Brushed Vegan (oliv)","https://www.43einhalb.com/p/birkenstock-gizeh-brushed-vegan-oliv-438306","https://43einhalb.com/media/243515/w/616/h/370/n/birkenstock-woman-1016834-gizeh-bs-1-kopie.jpg","Gizeh Brushed Vegan (oliv)","","Birkenstock","","€ 64,95","BITTE BEACHTE: Die meisten Birkenstock Modelle sind in zwei Weiten verfügbar – schmal (Narrow Fit) und normal (Regular Fit). Die Gizeh Brushed Vegan Sandale hat eine normale Passform. Wenn du besonders schmale und zierliche Füße hast, dann stöbere am besten in unserer Narrow Fit - Auswahl !
Bitte beachte generell, dass das anatomische Fußbett etwas Zeit benötigt, um sich deinem Fuß perfekt anzupassen.
Die Birkenstock Sandalen begeistern uns nun schon seit mehr als 240 Jahren und immer wieder beglückt uns das deutsche Traditionsunternehmen mit neuen Kreationen ihrer Klassiker. Der Erfolg von Birkenstock wurzelt in der Hingabe der Familie an die Kunst des orthopädisch inspirierten Schuhmacherhandwerks. Über die Jahrzehnte hinweg ist ein Erfahrungsschatz gereift, der seinesgleichen sucht und der von Generation zu Generation weitergegeben, kultiviert und weiter ausgebaut wird. Das Fußbett ist das Herzstück eines jeden Modells, passt sich individuell an und garantiert den höchsten Tragekomfort, also gib der Sandale ein bisschen Zeit um sich deinem Fuß perfekt anzupassen.
Heute begegnen sie uns überall und sind aus Lifestyle und Fashion nicht mehr wegzudenken, wobei man bei der Dauerpräsenz, die die Schlappen aufweisen, schon nicht mehr nur von einem Trend sprechen kann.
Der Birkenstock Gizeh, ein echter Klassiker, hat sich längst zu einem unverzichtbaren Fashion-Item entwickelt. Fashion und Funktion gehen bei dieser Zehensteg-Sandale eine gelungene Verbindung ein. Besonders cool und nachhaltig zeigt sich die Sandale hier in einer veganen Variante!","https://43einhalb.com/media/246935/w/240/h/158/n/246935.jpg","https://www.43einhalb.com/marken/birkenstock"
"On Cloud Hi Monochrome Rock (grau)","https://www.43einhalb.com/p/on-cloud-hi-monochrome-rock-grau-435378","https://43einhalb.com/media/246350/w/616/h/370/n/on-2899655-cloud-hi-1.jpg","Cloud Hi (grau)","https://www.43einhalb.com/p/on-cloud-hi-grau-362677","On","https://www.43einhalb.com/p/on-cloud-hi-grau-362677","€ 179,95","NEVER NOT ON.
Wenn du dachtest, dass sich das Laufen im On Cloud schon wie auf Wolken anfühlt, dann warte erstmal ab, bis du diese neue Silhouette an deinen Füßen hast! Der Cloud Hi Monochrome ist perfekt für alle, die mehr wollen. Die Aussensohle verfügt über modernsten Zero-Gravity-Schaum für besseren Halt und noch weichere CloudTec®-Landungen. Cloud-Elemente und ein einzigartiges Speedboard™ ermöglichen ein reaktionsstarkes Laufgefühl und bringen dich immer weiter vorwärts. Damit erreicht Never Not On ungeahnte Höhen.
Der neue On Cloud Hi Monochrome kommt mit verlängerter, weicher Zunge und bietet schon beim Anziehen mehr Komfort. Das Upper ist aus veganem Wildleder und die getapten Nähten machen das Design glatt und geschmeidig. Die gewohnte Performance wird dank der starken Farbgebung in Grau perfekt abgerundet.","https://43einhalb.com/media/196879/w/240/h/158/n/196879.jpg","https://www.43einhalb.com/marken/on"
"New Balance MTL575GN - Made in England (braun / grau)","https://www.43einhalb.com/p/new-balance-mtl575gn-made-in-england-braun-grau-409137","https://43einhalb.com/media/251542/w/616/h/370/n/nb-821901-60-9-mtl574gn-1.jpg","ML574XAA (braun)","https://www.43einhalb.com/p/new-balance-ml574xaa-braun-409515","New Balance","https://www.43einhalb.com/p/new-balance-ml574xaa-braun-409515","€ 179,95","Der New Balance 575 »Made in England« ist ein recht seltener Retro-Runner von NB, der nicht so oft auf den Straßen dieser Welt gesehen wird. Von Zeit zu Zeit bringt die Brand das Modell immer mal wieder zurück in die Regale - so auch jetzt!
Der neue New Balance MTL575GN »Made in England« kommt hier im angesagtem Trail-Look daher! Auf dem grauen Mesh Upper befinden sich hochwertige, braune Suede Overlays. Getragen wird das Upper von einer Vibram »Megagrip« Sohleneinheit, die Komfort, Traktion und Langlebigkeit verspricht.","https://43einhalb.com/media/212737/w/240/h/158/n/212737.jpg","https://www.43einhalb.com/marken/new-balance"
"Stepney Workers Club Varden Suede (schwarz / weiß)","https://www.43einhalb.com/p/stepney-workers-club-varden-suede-schwarz-weiss-441762","https://43einhalb.com/media/249061/w/616/h/370/n/stepney-workers-club-ya02015-varden-suede-5.jpg","Varden Suede (schwarz / weiß)","","Stepney Workers Club","","€ 109,95","Stepney Workers Club ist eine in London ansässige Lifestyle-Marke, welche von der integrativen Kultur klassischer »Workers Sports Clubs« (Arbeitersportvereine) inspiriert ist. Ihre Botschaft und der Slogan »Freedom Of Sport, Freedom Of Thought« sowie das Handshake-Symbol repräsentieren die Werte, das liberale Denken und die Einheit, die S.W.C mit diesen Gruppen verbindet. Wir freuen uns sehr, dass wir ab sofort einige Unisex Modelle von S.W.C in unserem Onlineshop begrüßen dürfen - so wie den Varden Suede! Das Modell zeichnet sich durch ein hochwertiges Suede Obermaterial durch die langlebige, gepolsterte sowie sehr flexible Sohle aus. Die Sohle des Varden Suede wurde on top noch mit einem verdeckten Lamellenprofil für verbesserten Grip ausgestattet.
Die schmale High-Top Silhouette, das Premium-Leder auf dem Upper und die langlebige vulkanisierte Gum-Sohle machen den S.W.C Varden Suede zu einem vielseitigen und zuverlässigen Sneaker!","https://43einhalb.com/media/211355/w/240/h/158/n/211355.jpg","https://www.43einhalb.com/marken/stepney-workers-club"
"Birkenstock Yao Balance BFNB Brushed Mud Green VEG (beige)","https://www.43einhalb.com/p/birkenstock-yao-balance-bfnb-brushed-mud-green-veg-beige-438274","https://43einhalb.com/media/242490/w/616/h/370/n/birkenstock-1016831-yao-balance-1.jpg","Yao Balance BFNB Brushed Mud Green VEG (beige)","","Birkenstock","","€ 64,95","","https://43einhalb.com/media/246935/w/240/h/158/n/246935.jpg","https://www.43einhalb.com/marken/birkenstock"
"Reebok Classic Leather (grau / rot)","https://www.43einhalb.com/p/reebok-classic-leather-grau-rot-430680","https://43einhalb.com/media/245532/w/616/h/370/n/reebok-wmns-fw2044-cl-lthr-1.jpg","V-10 - B-MESH (beige / weiß)","https://www.43einhalb.com/p/veja-v-10%09-b-mesh-beige-weiss-392484","VEJA","https://www.43einhalb.com/p/veja-v-10%09-b-mesh-beige-weiss-392484","€ 99,95","Ein Sneaker, der einfach nie aus der Mode kommt – Der Reebok Classic Leather macht seinen Namen alle Ehren und überzeugt als zeitloser Klassiker.Mit seinem schlichten Design und der schönen Low-Cut Silhouette hat sich der Reebok Classic Leather zum absoluten All-Day-Carry Sneaker gemausert. Zu Recht!
Mit dem Reebok Classic Leather ist nämlich eine wahre Running Legende in unser Sortiment gewandert, deren Retro-Charm niemandem entgeht. Das schlichte Modell mit der leichten, gestanzten EVA-Zwischensohle prägte die Reebok-Laufgeschichte wie kaum ein anderer Schuh - und zeigt auch heute noch, wie gut ein alter Laufhase aussehen kann.
Hier kommt der Reebok Classic Leather mit einem beigen Leder-Upper und dunkelroten Details daher.","https://43einhalb.com/media/244388/w/240/h/158/n/244388.jpg","https://www.43einhalb.com/marken/reebok"
"Autry Medalist (weiß / blau)","https://www.43einhalb.com/p/autry-medalist-weiss-blau-460863","https://43einhalb.com/media/248499/w/616/h/370/n/autry-aulmbb35-1.jpg","V-10 - B-MESH (beige / weiß)","https://www.43einhalb.com/p/veja-v-10%09-b-mesh-beige-weiss-392484","VEJA","https://www.43einhalb.com/p/veja-v-10%09-b-mesh-beige-weiss-392484","€ 144,95","BITTE BEACHTEN: Uns ist aufgefallen, dass der Medalist von Autry eine halbe bis ganze Nummer Größer ausfällt. Solltet Ihr also zwischen zwei Größen stehen, entscheidet Euch lieber für die kleinere.
Gegründet 1982 in Dallas (Texas), war Autry in den 80er Jahren eine der angesagtesten Sport-Brands auf dem US-Markt. Damals war das Label auf Tennis, Running und Aerobic Schuhe ausgerichtet und erlangte dank diverser Innovationen im Bereich Design und Technologie sowie einiger Auszeichnungen große Bekanntheit.
Spätestens seit 2019 sorgt Autry mit der originalgetreuen Neuauflage des prämierten »Medalist« Sneaker erneut für Furore – und dieses Mal nicht nur in Nordamerika. An dieser Stelle feiern wir es sehr, dass wir ab sofort »den Schuh mit der amerikanischen Flagge« auch bei uns im Shop begrüßen dürfen!
Hier zeigt sich Autry‘s Signature Schuh »Medalist« im klassichen Tennis-Look. Die farblichen Akzente, das typische Autry-Branding mit US-Flagge und die abgedunkelte Vintage-Sohle sorgen für eine große Portion an Retro-Charme und bleiben der unvergleichlichen Autry-Heritage treu.","https://43einhalb.com/media/250603/w/240/h/158/n/250603.jpg","https://www.43einhalb.com/marken/autry"
"Vans Old Skool (grau / weiß)","https://www.43einhalb.com/p/vans-old-skool-grau-weiss-426008","https://43einhalb.com/media/248373/w/616/h/370/n/vans-vn0a4bv518p1-old-skool-1.jpg","Cloud Hi (grau)","https://www.43einhalb.com/p/on-cloud-hi-grau-362677","On","https://www.43einhalb.com/p/on-cloud-hi-grau-362677","€ 89,95","Am 16. März 1966 eröffnete Paul Van Doren mit seinen Partnern Jim Van Doren, Gordy Lee und Serge D’Elia in Anaheim (Kalifornien, USA) den ersten Vans Shop. Der Hi-Top oder heute Sk8-Hi war 1966 weltweit der erste Schuh, der speziell zum Skateboarden konzipiert war. Er ist vom Aussehen her ähnlich den Chucks von Converse, ist aber deutlich stabiler und fester. Heute wird er in wechselnden Farb- und Mustervarianten hergestellt, jedoch ist das Muster der Sohle nach wie vor dem Original nachempfunden.
Am 19. März 1976 kam das Unternehmen den vielen Nachfragen von Skateboardern nach und brachte den ersten Schuh mit zwei Farben (rot und blau) auf den Markt. Das Design stammte von den zu diesem Zeitpunkt aufsteigenden Skateboardern Stacy Peralta und Tony Alva, welche dem revolutionären Zephyr Skate Team angehörten.
Zu den bekanntesten Modelle gehört zweifelsohne auch der Old Skool. Dieser Schuh ist das erste Modell der amerikanischen Marke, auf welchem der klassische Vans-Seitenstreifen zu sehen war. Der Sneaker überzeugt durch seinen schlichten, zeitlosen Stil, als auch durch Funktionalität. Er passt sowohl zum locker-schicken Outfit, hat sich aber ebenfalls bei der Skate-Community wegen seiner hohen Strapazierfähigkeit bewährt. Der niedrige Schnürschuh kommt mit einem Obermaterial aus robustem Suede, verstärkter Zehenkappe für starke Beanspruchung, charakteristischer Waffel-Gummilaufsohle und gepolstertem Schaft für mehr Halt und Flexibilität, daher.
Hier kommt der Vans Old Skool in einem schlichten grauen Colorway daher.","https://43einhalb.com/media/103047/w/240/h/158/n/103047.jpg","https://www.43einhalb.com/marken/vans"
"Nike Daybreak Type ""Crater""","https://www.43einhalb.com/p/nike-daybreak-type-crater-418144","https://43einhalb.com/media/247368/w/616/h/370/n/nike-cz4337-001-dbreak-type-1-kopie.jpg","Cloud Hi (grau)","https://www.43einhalb.com/p/on-cloud-hi-grau-362677","On","https://www.43einhalb.com/p/on-cloud-hi-grau-362677","€ 99,95","Releasedate: 17.09.2020 | Online: 09:00 Uhr. | Instore: Frankfurt.
Nike Sportswear präsentiert einen Neuling in seiner beliebten und experimentierfreudigen »N. 354«- Kollektion – Der Nike Daybreak-Type »N.354« vereint Innovation und Klassik und überzeugt im starken Deconstructed-Look.
Die »N. 354«-Linie wurde von den vielversprechendsten Prototypen aus den Tiefen der Nike-Archiven inspiriert und nutzt deren klassische DNA als Ausgangspunkt für innovative und experimentelle Neuauflagen. Das Ergebnis sind »Deconstructed« Looks, die die Grenzen von heutigen Sneakerdesigns erforschen und neu definieren. Als geniale Fusion von klassischer DNA und moderner Innovation steht »N.354« gleichermaßen für die Vergangenheit, die Gegenwart und für die Zukunft.
Hier kommt der Daybreak-Type als Teil des »Crater-Packs« daher, das außerdem noch einen Air Force 1 ´07 und einen Air Max 90 beinhaltet. Das Upper des Schuhs besteht hier aus einem grauen Canvas-Upper, das durch den neon-gelb eingestickten Swoosh über ein zusätzliches farbliches Highlight verfügt. An der Sohle erkennt man dann die eigentlichen Stärken dieses Konzepts, denn sie entstand aus recycelten Gummi und Kunststoff. Auf das Gewicht gerechnet besteht dieser innovative Sneaker sogar aus mindestens 20% recycelten Materialien. Abgerundet wird der Prototyp-Look des Daybreak-Type durch das bekannte »N.354«-Branding auf dem Heel.","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike"
"On WMNS Cloud Waterproof (beige)","https://www.43einhalb.com/p/on-wmns-cloud-waterproof-beige-434846","https://43einhalb.com/media/246433/w/616/h/370/n/on-wmns-1999679-cloud-1.jpg","V-10 - B-MESH (beige / weiß)","https://www.43einhalb.com/p/veja-v-10%09-b-mesh-beige-weiss-392484","VEJA","https://www.43einhalb.com/p/veja-v-10%09-b-mesh-beige-weiss-392484","€ 159,95","Für Füße, die sich den ganzen Tag bewegen wollen, gibt es neu den leichtesten On aller Zeiten: den Cloud mit extra Dämpfung und maximaler Flexibilität. Das patentierte CloudTec® Dämpfungssystem kombiniert eine weiche Landung mit einem harten Abstoss und vereint dadurch sowohl Komfort als auch Performance im gleichen Schuh. Für Läufer und alle anderen Athleten.
On erfindet somit müheloses Laufen. Die patentierte Sohle aus Zero-Gravity-Schaum vereint ultimative Leichtigkeit mit der überlegenen Dämpfung von 16 Cloud-Elementen für eine weiche Landung. Die raffinierte Schweizer Technologie bietet Verletzungsschutz und Dämpfungskomfort wo andere nur auf Gewichtsreduktion setzen. Mit anderen Worten: auf das pure Maximum reduziert.
Der Cloud fühlt sich gleich beim ersten Schritt unglaublich leicht und natürlich an. Ein paar Schritte mehr, und du vergisst, dass du überhaupt Schuhe trägst. Vergiss sogar, deine Schuhe zu schnüren: wähle die Option mit Elast-Schnürsenkel zum einfachen Reinschlüpfen oder wechsle zum mitgelieferten traditionellen Schnürsenkel.
Läuferprofil:
Läufer, die ein leichtes Laufgefühl mit maximaler Dämpfung wollen.
Ziel:
Laufe mit ultimativer Leichtigkeit und überragender Dämpfung.
Kategorie:
Leichtgewicht
Details:
Sprengung: 6 mm | 0.23 in
Gewicht: nur 165 g (US W 7) | 198 g (US M 8.5)","https://43einhalb.com/media/196879/w/240/h/158/n/196879.jpg","https://www.43einhalb.com/marken/on"
