"Sneaker_name","Sneaker_url","Sneaker_img","Sneaker_title","Sneaker_title_url","Sneaker_brand","Sneaker_brand_url","Sneaker_price","Sneaker_description","Sneaker_brand_img","Sneaker_brand_img_url"
"Nike Air Force 1 ""Pixel""","https://www.43einhalb.com/p/nike-air-force-1-pixel-448126","https://43einhalb.com/media/251600/w/616/h/370/n/nike-woman-ck6649-100-af1-pixel-1.jpg","Force 1 TD (weiß)","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Nike","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","€ 109,95","Releasedate: 05.11.2020 | Online: 09:00 Uhr.
Ursprünglich 1982 als erster Basketballschuh mit der der Nike Air Technologie auf den Markt bzw. Court gebracht, ließ bereits der Name der neuen Premium-Silhouette Großes erwarten. So zog man Inspiration bei dem Präsidenten der Vereinigten Staaten selbst und taufte den neuen Basketball-Sneaker kurzerhand in Anlehnung an das Präsidentenflugzeug »Air Force 1«. Während der Kultsneaker zunächst als praktische High-Top-Schuh auf dem Court groß und später als angesagt Low-Top-Verison in der Hip Hop-Szene gefeiert wurde, dient die klassische AF1-Silhouette seither als Grundlage für zahlreiche künstlerische Designs, subtile zeitgemäße Updates und starke Kollaborationen. Dabei ging jedoch nie die typische AF1-DNA, die wir by the way ihrem Designer Bruce Kilgore zu verdanken haben, verloren. Dank seiner zeitlosen Wandelbarkeit mauserte sich die einzigartige Air Force-Silhouette nach und nach zum unangefochtenen Standard in der weltweiten Streetwear-Szene – eine waschechte »Ikone« eben, die sich ihren Titel mehr als verdient hat.
Mit der »Pixel«-Version bekommt der beliebte All-Time Classic jetzt ein modernes Design-Update! Das klar definierte weiße Upper des Air Force 1 wird hier von einer »verpixelten« Außen- und Mittelsohle getragen - wie wir finden ein echt cooles Detail! Obendrein wurde das Heel-Logo und das Tongue-Tag des Sneakers mit einer cleanen Nike-Grafik im 3D-Look versehen, die wir so vorher auch noch nicht gesehen haben!","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike"
"On Cloudnova (White / Umber)","https://www.43einhalb.com/p/on-cloudnova-white-umber-362843","https://43einhalb.com/media/234737/w/616/h/370/n/on-2699823-cloudnova-1.jpg","Force 1 TD (weiß)","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Nike","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","€ 159,95","Releasedate: 07.05.2020 | Online: 00:01 Uhr.
Die Schweizer Running-Brand On überrascht uns jetzt mit einem ultralimitierten Sneaker, der Dir Performance-Technologie für jeden Tag bietet!
Der Cloudnova ist das neueste Mitglied der On-Familie und wurde speziell für den Lifestyle-Bereich kreiert, allerdings findest Du auch hier die charakteristische Lauftechnologie von On. Das neue Modell vereint das ganze Wissen des Sportartikelherstellers über Performance-Running mit einer neuartigen Sneaker-Silhouette. Komfort, Performance und Design für urbane Entdeckungsreisen – all das findest Du vereint im Cloudnova.
Verbundene CloudTec®-Elemente der nächsten Generation dämpfen den Aufprall des On Cloudnova und ein spezielles Speedboard™ sorgt für Power. Gummi-Elemente fördern die natürliche Abrollbewegung und dank des neuen Zungen-Designs passt sich der Schuh jedem Fuss optimal an.
Die einzigartige »Fersenzunge« und die innere Sockenkonstruktion sorgen für einen angenehm weichen Tragkomfort. Die gepolsterte Fersenpartie und die individuell verstellbare Schnürung sorgen für die perfekte Passform und maximale Bewegungsfreiheit. Entdecke deine Stadt und erlebe, was in ihr steckt – und in dir selbst.","https://43einhalb.com/media/196879/w/240/h/158/n/196879.jpg","https://www.43einhalb.com/marken/on"
"Nike WMNS Air Force 1 '07 (weiß)","https://www.43einhalb.com/p/nike-wmns-air-force-1-07-weiss-91846","https://43einhalb.com/media/202836/w/616/h/370/n/nike-wmns-air-force-1-07-315115-112-1.jpg","Force 1 TD (weiß)","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Nike","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","€ 99,95","Es gibt nur wenige Silhouetten im Sneaker-Game, die kaum noch einleitende Worte bedürfen. Weil sie gefühlt schon immer da waren, weil sie auf der ganzen Welt getragen werden und weil sie einfach jeden gehypten Sneaker-Trend überdauern. Der Nike Air Force 1 kann ohne Zweifel zu diesen zeitlosen Modellen gezählt werden, die voller Stolz den Titel »Sneaker-Ikone« tragen dürfen. Auch wenn die Attribute »ikonisch« oder »legendär« heutzutage ziemlich wahllos verwendet werden und schnell auch mal alltägliche Sachen, wie lustige Youtube-Videos oder eine schmackhafte Smoothie-Bowl beschreiben, ist und bleibt eine »Ikone« laut offizieller Duden-Definition eine »Person oder Sache, die als Verkörperung bestimmter Werte, Vorstellungen oder eines bestimmte Lebensgefühls« gehandelt wird. Eins steht fest: Wenn überhaupt ein Sneaker den Titel »Ikone« verdient hat, dann ist es wohl der Nike Air Force 1.
Ursprünglich 1982 als erster Basketballschuh mit der der Nike Air Technologie auf den Markt bzw. Court gebracht, ließ bereits der Name der neuen Premium-Silhouette Großes erwarten. So zog man Inspiration bei dem Präsidenten der Vereinigten Staaten selbst und taufte den neuen Basketball-Sneaker kurzerhand in Anlehnung an das Präsidentenflugzeug »Air Force 1«. Während der Kultsneaker zunächst als praktische High-Top-Schuh auf dem Court groß und später als angesagt Low-Top-Verison in der Hip Hop-Szene gefeiert wurde, dient die klassische AF1-Silhouette seither als Grundlage für zahlreiche künstlerische Designs, subtile zeitgemäße Updates und starke Kollaborationen. Dabei ging jedoch nie die typische AF1-DNA, die wir by the way ihrem Designer Bruce Kilgore zu verdanken haben, verloren. Dank seiner zeitlosen Wandelbarkeit mauserte sich die einzigartige Air Force-Silhouette nach und nach zum unangefochtenen Standard in der weltweiten Streetwear-Szene – eine waschechte »Ikone« eben, die sich ihren Titel mehr als verdient hat.
Zu unseren Nike Air Force-Modellen.","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike"
"On WMNS Cloudventure Waterproof (schwarz)","https://www.43einhalb.com/p/on-wmns-cloudventure-waterproof-schwarz-314553","https://43einhalb.com/media/196162/w/616/h/370/n/on-woman-2299950-cloudventure-waterproof-1.jpg","Cloud ""All Black""","https://www.43einhalb.com/p/on-cloud-all-black-106398","On","https://www.43einhalb.com/p/on-cloud-all-black-106398","€ 179,95","Born in the Swiss Alps
Mit dem Ziel vor Augen den perfekten Trailrunning-Schuh zu entwickeln, schickt die Schweizer Laufschuhmarke On nun den Cloudventure ins Rennen. Dieser meistert nicht nur Asphalt und Teer, sondern ""performed"" auch spielend leicht abseits der befestigten Wege. Dabei überlassen die Schweizer Entwickler nichts dem Zufall und designen jede Facette des Cloudverntures in Richtung off-road Tauglichkeit. Das zweilagige Obermatermaterial kombiniert eine weiche Sockenkonstruktion für umfassenden Schutz und höchsten Komfort mit einer leichten atmungsaktiven Außenschicht. Diese geht nahtlos in die robuste Zehenkappe aus Gummi über, welche deine Zehen vor unangenehmen Stößen im Gelände schützt.
Herzstück des Cloudventures bleibt jedoch, wie bei allen anderen On-Modellen auch, definitiv die ausgefeilte Sohlenkonstruktion. Hier hat On dem Trailschuh gleich vier unterschiedliche Profile spendiert, um dir ultimativen Halt und Kontrolle im Gelände und auf der Straße zu gewährleisten. Dazu gibt es noch elf individuelle »Cloud«-Elemente auf der patentierten CloudTec®-Sohle, die zu der vertikalen Standarddämpfung noch zusätzlich Aufprallkräfte horizontal abfedern.
Hier die technischen Details:
Läuferprofil: Läufer, die einen leichten Trailschuh mit vollem Dämpfungsschutz suchen.
Sprengung: 6 mm
1. Mikroprofiliertes Grip-Rubber attackiert jeden Stein.
- Basis Grip: Eine raffinierte Dreiecksprofilierung auf der gesamten Grip-Rubber-Sohle sorgt für absolute Rutschfreiheit.
- Grip bei Landung und Abstoß: Pfeilförmige Elemente unter Ferse und Vorfuß ermöglichen einen sicheren Halt bei der Landung und eine rutschfreie Kraftübertragung beim Abstoß.
- Direktionaler Grip: Kristallförmige Elemente erzeugen Halt und Stabilität ohne die Abrollbewegung zu beeinträchtigen.
- Seitlicher Grip: »Haifischzähne« an den Seiten der Sohle greifen das Gelände bei den extremsten Bewegungen an.
2. Leichtes und komfortables 2-Lagen-Obermaterial für einen schnellen Aufstieg:
Die Cloudventure Familie ist mit einem raffi-nierten 2-lagigen Obermaterial ausgestattet. Es kombiniert eine weiche Sockenkonstruktion für umfassenden Schutz und höchsten Komfort mit einer leichten atmungsaktiven Aussenschicht.
3. Intelligente CloudTec®-Dämpfung überzeugt beim Abstieg:
Die patentierte CloudTec®-Sohle bietet eine spezielle Dämpfung für den Abstieg. 11 individuelle Elemente, genannt »Clouds«, dehnen sich beim Aufprall nach hinten, um die bei der Landung wirkenden Aufprallkräfte abzufangen. Zusätzlich zur vertikalen Standarddämpfung sprechen wir hier von horizontaler Dämpfung. Tatsächlich dämpfen die intelligenten Clouds nur bei der Landung. Anschließend bieten sie im geschlossenen Zustand eine feste Plattform für einen kraftvollen Abstoß. Und da die CloudTec®-Sohle sowohl im Gelände als auch auf der Straße funktioniert, kannst du deinen Cloudventure nach dem Abstieg auch im Tal tragen.
4. Progressive Schnürung sorgt für angenehm festen Halt ohne Druckstellen:
Die progressive Schnürung des Cloudventures umfaßt den gesamten Fußrücken und verhindert lokale Druckstellen. Die diagonale Führung der Schnürung folgt hierbei der natürlichen Bewegung des Fußes. Du wirst sie sehen, aber nicht spüren.
Fazit: Bei keinem anderen On sind die Wurzeln der Gründer, nämlich die Trails der Schweizer Berge, so deutlich zu spüren wie bei dem Cloudventure - Und jetzt Schuhe schnüren und ab ins Beet!","https://43einhalb.com/media/196879/w/240/h/158/n/196879.jpg","https://www.43einhalb.com/marken/on"
"Nike WMNS Air Force 1 '07 LX ""Laser Orange""","https://www.43einhalb.com/p/nike-wmns-air-force-1-07-lx-laser-orange-380244","https://43einhalb.com/media/228178/w/616/h/370/n/nike-woman-ci3445-800-air-force-107-lx-1.jpg","Aussie OG Prep 2.0 (orange)","https://www.43einhalb.com/p/kangaroos-aussie-og-prep-20-orange-462874","KangaROOS","https://www.43einhalb.com/p/kangaroos-aussie-og-prep-20-orange-462874","€ 109,95","Der Nike Air Force 1 ist eine Universalsprache. Er ist einer der wenigen Schuhe, die auf der ganzen Welt getragen werden!
Im Jahre 1982 wurde der Air Force 1 erstmals auf den Markt gebracht. Es ist der Nike-Sneaker, der wohl den höchsten Wiedererkennungswert überhaupt genießt, nicht zuletzt weil er in der HipHop-Szene über Jahrzehnte gefeiert wurde wie kein anderer Sneaker. Auch aus technischer Sicht muss sich dieser Klassiker nicht verstecken: Der Air Force 1 kommt mit einem durchgehenden Air-Element für leichte Dämpfung und angenehmes Tragegefühl. Zudem sorgt die Gummi-Außensohle für den nötigen Grip.
Dieses neue Modell ist die dekonstruierte Version eines Streetwear-Klassikers. Seit seiner Markteinführung hat sich der Air Force 1 von einem auf Performance ausgerichteten Basketball-Sneaker zur bekanntesten und beliebtesten Silhouette aller Zeiten entwickelt. Das minimalistische Design des Nike WMNS Air Force 1 '07 LX »Laser Orange« bringt den AF-1 zurück zu seinen Wurzeln, indem es die Konstruktionsverfahren durch transparente Textilbereiche und sichtbare Skizzen offenlegt.
Zu unseren Nike Air Force-Modellen.","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike"
"New Balance ML574EAG (grau / blau)","https://www.43einhalb.com/p/new-balance-ml574eag-grau-blau-347810","https://43einhalb.com/media/232606/w/616/h/370/n/nb-774921-60-122-ml574eag-1.jpg","Cloud Hi (grau)","https://www.43einhalb.com/p/on-cloud-hi-grau-362677","On","https://www.43einhalb.com/p/on-cloud-hi-grau-362677","","Wenn man von New Balance spricht, kommt zwangsläufig der 574er zur Sprache. Es ist das seit 1988 immer leuchtende Aushängeschild der Laufschuhmarke, welches Liebhaber als auch New Balance Neulinge gleichermaßen begeistert!
Ausgestattet mit dem ENCAP-System, welches zusätzlich Stabilität und Dämpfung bringt, war der New Balance 574 viele Jahre einer der beliebtesten Laufschuhe. Heute ist er der solideste Lifestyle-Sneaker im New Balance Sortiment, nicht zuletzt weil er den Spagat zwischen Sportlichkeit und Casual wie kaum ein anderer Sneaker beherrscht.
Hier kommt der New Balance ML574EAG mit einem Upper in verschiedenen Grau-Tönen und blau-weißen Details daher. Die weiße Zwischensohle und die graue Gum-Außensohle runden den Look perfekt ab.
Zu unseren New Balance 574-Modellen.","https://43einhalb.com/media/212737/w/240/h/158/n/212737.jpg","https://www.43einhalb.com/marken/new-balance"
"Nike Air Jordan 13 Retro ""Hyper Royal""","https://www.43einhalb.com/p/nike-air-jordan-13-retro-hyper-royal-446746","https://43einhalb.com/media/255898/w/616/h/370/n/nike-414571-040-air-jordan-13-retro-5.jpg","","","","","€ 189,95","Releasedate: 19.12.2020 | Online: 09:00 Uhr.
Einst 1997 von der Design-Legende Tinker Hatfield entworfen wurden, gehört der Air Jordan 13 mit Sicherheit zu den Ikonen der Basketball-Silhouetten schlecht hin! Zu diesem Sneaker gehört eine Story, die bis heute weiter erzählt wird - denn Michael Jordan und Tinker Hatfield entwarfen Michael´s 13. Signature-Schuh ohne vorher auch nur ein Meeting gehabt zu haben.
Mit dem Nike Air Jordan 13 »Hyper Royal« bringt die Marke mit dem Swoosh einen neuen Colorway der ikonischen Silhouette an den Start! Auf dem Upper findet sich ein Mix aus Stoff und Leder wieder. Die königsblauen Details sind im Zusammenspiel mit der schwarzen Farbe definitiv ein Hingucker.","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike"
"Nike Air Max 97 (schwarz / rot)","https://www.43einhalb.com/p/nike-air-max-97-schwarz-rot-237527","https://43einhalb.com/media/168380/w/616/h/370/n/nike-ar4259-001-air-max-97-1.jpg","Cloud ""All Black""","https://www.43einhalb.com/p/on-cloud-all-black-106398","On","https://www.43einhalb.com/p/on-cloud-all-black-106398","€ 179,95","Die stromförmigen Linien, das charakteristische Lacing und der dezente Swoosh - mit dem Air Max 97 präsentierte Nike kurz vor der Jahrtausendwende einen ganz großen Sneaker, den wir alle noch in bester Erinnerung haben. Inspiriert von dem japanischen Hochgeschwindigkeitszug Shinkansen, prägte der Runner unsere Jugend und brachte schon damals unsere Augen zum Leuchten.
Als wäre er nie von der Bildfläche verschwunden, präsentiert sich der Air Max 97 jetzt mit dem dreifach geschichteten Upper, der extrem schlanken Bauweise und einer Air Unit, welche sich von der Ferse bis zur Toebox erstreckt und so für ein unvergleichliches Tragegefühl sorgt.
Bei diesem neuen Modell lohnt sich ein genauer Blick! Das schwarze Upper wird durch rote Details unterbrochen. Highlight sind die Nike-Logos im All-Over-Print auf der schwarzen Mudguard. Habt Ihr sie schon entdeckt?
Zu allen unseren Nike Air Max 97","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike"
"adidas München ""Made in Germany - Oktoberfest""","https://www.43einhalb.com/p/adidas-muenchen-made-in-germany-oktoberfest-184082","https://43einhalb.com/media/125007/w/616/h/370/n/adidas-by9805-mu%CC%88nchen-prost-1.jpg","Roraima Suede (braun / schwarz)","https://www.43einhalb.com/p/veja-roraima-suede-braun-schwarz-440168","VEJA","https://www.43einhalb.com/p/veja-roraima-suede-braun-schwarz-440168","€ 199,95","Releasedate: 14.09.2019 | Online: 00:01 Uhr | Instore: Frankfurt.
Wear Your Best To The Fest.
Wenn Ende September Millionen Menschen aus der ganzen Welt nach Deutschland reisen und in Lederhosen und Dirndl gekleidet die Theresienwiese in München stürmen, dann kann das nur eines bedeuten: O'zapft is!
Seit 1810 feiert die bayerische Landeshauptstadt das größte Volksfest der Welt und hat aus einer lokalen Tradition eine globale Institution geschaffen.
Auch dieses Jahr werden die unzähligen Fahrgeschäfte, Festzelte und Attraktionen wieder für reges Treiben auf der Wiesn sorgen.
Wer auch in Lederhose oder Dirndl nicht auf die geliebten Sneaker verzichten möchte, für den hat adidas Originals das einzig wahre Schuhwerk geschaffen. Dass die Silhouette für einen »Oktoberfest«-Style der legendäre München werden würde, überrascht dabei wohl kaum.
Inspiriert von den traditionellen Lederhosen, kommt der adidas München Made in Germany »Oktoberfest« in hochwertigen Leder- und Premium-Materialien. Das satte Braun des Schuhs kombiniert mit den Drei Streifen in einem hellen Braun und den gesprenkelten Schnürsenkeln ist die gelungene Umsetzung des berühmten Volksfestes.
Wer jetzt immer noch nicht hin und weg ist, dem sei gesagt: Der adidas Originals München »Oktoberfest« ist »Made in Germany« und steht für unvergleichliche Qualität in Verarbeitung und Materialauswahl. Deutsches Ingenieurwesen veredelt Tradition. Eine Detail-Verliebtheit wie wir sie selten gesehen haben, sorgt für großartige Highlights, die den Schuh zum idealen Symbol des Oktoberfestes machen. Ob die hellen Stickereien an der Heel-Cap, die den Lederhosen nachempfunden sind und auch eine »Brezn« zeigen oder der dezente goldene »Prost«-Schriftzug neben den Drei Streifen – hier stimmt einfach alles.
Aber das war's noch nicht. adidas Originals hat natürlich mitgedacht: Um den Strapazen des Oktoberfestes Stand zu halten, wurde der Schuh einer Wasserabweisenden – aber vor allem Bier-Abweisenden – Behandlung unterzogen. Mit dieser »Oktoberfesterization« trotzt er jedem Maßkrug-Unfall.
Ach übrigens: Zu jedem adidas München Made in Germany Schuh packen wir einen 43einhalb x Rastal »ISAR« Maßkrug for free – solange der Vorrat reicht, nur innerhalb Deutschlands.
Uns bleibt bei diesem gelungenen Modell nicht mehr zu sagen als PROST!
Zu allen weiteren Oktoberfest Snekaner.","https://43einhalb.com/media/58939/w/240/h/158/n/58939.jpg","https://www.43einhalb.com/marken/adidas"
"Nike Air Max 1 PRM ""Powerwall Limeade""","https://www.43einhalb.com/p/nike-air-max-1-prm-powerwall-limeade-442288","https://43einhalb.com/media/247590/w/616/h/370/n/nike-cj0609-300-air-max-1-prm-x-powerwall-limeade-1.jpg","Space Hippie 04 (grau / rosa / lila)","https://www.43einhalb.com/p/nike-space-hippie-04-grau-rosa-lila-447628","Nike","https://www.43einhalb.com/p/nike-space-hippie-04-grau-rosa-lila-447628","€ 139,95","Releasedate: 19.09.2020 | Raffle Only
Zum Release des Nike Air Max 1 PRM ""Powerwall Limeade"" veranstalten wir ein Online-Raffle für die Kaufberechtigung!
- Teilnahmeschluss ist der 18.09.2020, um 09:00 Uhr.
- Ob du die Kaufberechtigung gewonnen hast oder nicht, erfährst du von uns am 19.09.2020, um 09:00 Uhr per Mail.
- Wir bitten dich davon abzusehen, bei unserem »Customer Service« für Raffle-Informationen anzurufen.
- Bitte beachte: Die Verlosung der Kaufberechtigung findet nur über das Raffle-Formular statt!
- Alle Angaben im Raffle-Formular müssen korrekt ausgefüllt sein. Im Nachgang kannst du deine Angaben im Formular nicht mehr ändern.
- Solltest Du Dein Kaufrecht nicht innerhalb von 24 Stunden wahrnehmen, verfällt es und die Kaufberechtigung geht an einen anderen Teilnehmer.
- Mehrfachteilnahme ist ausgeschlossen.
RAFFLE IST BEENDET","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike"
"Nike Air Max 95 OG ""Neon""","https://www.43einhalb.com/p/nike-air-max-95-og-neon-448732","https://43einhalb.com/media/255648/w/616/h/370/n/nike-ct1689-001-air-max-05-og-1.jpg","","","","","€ 169,95","Releasedate: 17.12.2020 | Online: 09:00 Uhr.
Der Nike Air Max 95 ist zurück und wir könnten nicht glücklicher sein. Denn was ist besser als ein AirPad in der Mittelsohle? Genau, zwei AirPads in der Mittelsohle. Und genau damit ist der Air Max 95 als Einziger der Air Max Serie ausgestattet. Ursprünglich als Running-Silhouette angedacht, sieht man den Air Max 95 heute zutage eher auf den Straßen als Daily Driver.
Hier präsentieren wir dir den Nike Air Max 95 OG »Neon«. Die neon-farbenen Details geben dem sonst schlichtem Colorway das gewisse Extra. Durch die doppelt vorhandene Air Bubble ist der Sneaker an Bequemlichkeit auch kaum zu überbieten. Ein Modell, das bei keinem Sneakerhead in der Sammlung fehlen darf!","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike"
"Nike Air Presto ""Origins""","https://www.43einhalb.com/p/nike-air-presto-origins-447902","https://43einhalb.com/media/255588/w/616/h/370/n/nike-cj1229-900-air-presto-1-kopie.jpg","","","","","€ 129,95","Releasedate: 17.12.2020 | Online: 09:00 Uhr.
Die 2000er Jahre sind zurück, denn mit dem »Air Presto« lässt Nike eine alte Ikone wieder aufleben. Auch in puncto Passform und Tragekomfort ist die Silhouette kaum zu schlagen. Der »Air Presto« kommt mit einer durchgehenden Phylon-Midsole, Air Sole-Fersenelement, einer Duralon-Außensohle und vorgeformten »Fingern« im Mittelfußbereich.
Einst als das T-Shirt für die Füße entwickelt worden, kehrt der legendäre Nike Air Presto jetzt in einem ganz besonderen Design zurück! Der super bequeme Runner bekommt ein Design-Update, das von den ersten Nike Air Presto Werbekampagnen inspiriert wurde und vom »Brutal Honey« bis hin zum »Shady Milkman« Colorway Einflüsse der legendärsten Prestos miteinander kombiniert.
Der farbenfrohe »Colorway kommt in einem auffälligen Mismatched-Style daher und verfügt über eine cleane weiße Midsole und ein semi-transparentes Cage, durch das die ebenfalls weißen Laces eingefädelt wurden.","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike"
"Nike WMNS Air Force 1 Pixel (weiß)","https://www.43einhalb.com/p/nike-wmns-air-force-1-pixel-weiss-452410","https://43einhalb.com/media/254323/w/616/h/370/n/nike-woman-dc1160-100-af1-pixel-1.jpg","","","","","€ 129,95","Releasedate: 05.12.2020 | Online: 09:00 Uhr.","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike"
"adidas Yeezy Boost 380 ""Onyx""","https://www.43einhalb.com/p/adidas-yeezy-boost-380-onyx-481750","https://43einhalb.com/media/253963/w/616/h/370/n/yeezy_boost_380_onyx_left_social_fb_2500x1878.jpg","","","","","€ 229,95","Releasedate: 28.11.2020 | Online: 07:00 Uhr.
adidas Originals und Kanye West lassen weiter nicht nach und releasen mit dem »Onyx« bereits den sechsten Colorway des Yeezy BOOST 380!
Wie schon seine Vorgänger verfügt der »Onyx« über ein leichtes Primeknit-Upper, das hier in Schwarz und anderen dunklen Farb-Tönen daher kommt. Das bekannte »Fenster« auf den Außenflächen des 380ers kommt mit zahlreichen Perforierungen, die für verbesserte Luftzirkulation sorgen sollen. Natürlich darf auch hier die erhöhte BOOST-Midsole, die sich über die komplette Länge des Schuhs erstreckt, nicht fehlen!","https://43einhalb.com/media/58939/w/240/h/158/n/58939.jpg","https://www.43einhalb.com/marken/adidas"
"Nike Air Jordan III Retro SE ""Red Cement""","https://www.43einhalb.com/p/nike-air-jordan-iii-retro-se-red-cement-383666","https://43einhalb.com/media/225412/w/616/h/370/n/nike-ck5692-600-air-jordan-3-retro-se-1-kopie.jpg","M670BGW - Made in England (rot / grau)","https://www.43einhalb.com/p/new-balance-m670bgw-made-in-england-rot-grau-407257","New Balance","https://www.43einhalb.com/p/new-balance-m670bgw-made-in-england-rot-grau-407257","€ 199,95","Releasedate: 15.02.2020 | Online: 09:00 Uhr | Instore: Frankfurt.
Seit seinem spielentscheidenden Treffer, der North Carolina die nationale US-Meisterschaft sicherte, gilt Michael Jordan als Basketball-Ikone. 1985 eroberte er das Spielfeld im legendären Air Jordan I. Jordan revolutionierte die Liga, dominierte seine Gegner und begeisterte seine weltweite Fangemeinde.
Der Air Jordan III hat das Spiel durch die Einführung eines vereinigenden Kultsymbols revolutioniert: Das Jumpman-Logo. Michael Jordan hat den Style auf ein neues Level gehoben, als er die einzigartige Silhouette beim 1988er All-Star Weekend in Chicago trug. Über drei Jahrzehnte später versammelt sich die Basketball-Elite erneut in der »Windy City«. Natürlich ist auch der AJ III in vertrauten Farbgebungen mit von der Partie. Das feuerrote Obermaterial wurde von den beliebtesten einheimischen Teams inspiriert und wird durch Akzente in Schwarz und »Cement Grey« ergänzt. Und mit dem Elephant Print erinnert der nostalgische Look an das Design eines Klassikers.","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike"
"Nike Air Force 1 '07 ""Pine Green""","https://www.43einhalb.com/p/nike-air-force-1-07-pine-green-496765","https://43einhalb.com/media/255853/w/616/h/370/n/nike-cv1724-103-air-force-1-07-pine-green-1.jpg","","","","","€ 99,95","Es gibt nur wenige Silhouetten im Sneaker-Game, die kaum noch einleitende Worte bedürfen. Weil sie gefühlt schon immer da waren, weil sie auf der ganzen Welt getragen werden und weil sie einfach jeden gehypten Sneaker-Trend überdauern. Der Nike Air Force 1 kann ohne Zweifel zu diesen zeitlosen Modellen gezählt werden, die voller Stolz den Titel »Sneaker-Ikone« tragen dürfen. Auch wenn die Attribute »ikonisch« oder »legendär« heutzutage ziemlich wahllos verwendet werden und schnell auch mal alltägliche Sachen, wie lustige Youtube-Videos oder eine schmackhafte Smoothie-Bowl beschreiben, ist und bleibt eine »Ikone« laut offizieller Duden-Definition eine »Person oder Sache, die als Verkörperung bestimmter Werte, Vorstellungen oder eines bestimmte Lebensgefühls« gehandelt wird. Eins steht fest: Wenn überhaupt ein Sneaker den Titel »Ikone« verdient hat, dann ist es wohl der Nike Air Force 1.
Ursprünglich 1982 als erster Basketballschuh mit der der Nike Air Technologie auf den Markt bzw. Court gebracht, ließ bereits der Name der neuen Premium-Silhouette Großes erwarten. So zog man Inspiration bei dem Präsidenten der Vereinigten Staaten selbst und taufte den neuen Basketball-Sneaker kurzerhand in Anlehnung an das Präsidentenflugzeug »Air Force 1«. Während der Kultsneaker zunächst als praktische High-Top-Schuh auf dem Court groß und später als angesagt Low-Top-Verison in der Hip Hop-Szene gefeiert wurde, dient die klassische AF1-Silhouette seither als Grundlage für zahlreiche künstlerische Designs, subtile zeitgemäße Updates und starke Kollaborationen. Dabei ging jedoch nie die typische AF1-DNA, die wir by the way ihrem Designer Bruce Kilgore zu verdanken haben, verloren. Dank seiner zeitlosen Wandelbarkeit mauserte sich die einzigartige Air Force-Silhouette nach und nach zum unangefochtenen Standard in der weltweiten Streetwear-Szene – eine waschechte »Ikone« eben, die sich ihren Titel mehr als verdient hat.
Hier kommt der Nike Air Force 1 ’07 im klassischen Look daher. Das weiße Glattleder-Upper wird durch die grünen Nähte, Lining und Outsole zu einem echten Hingucker, der jedes Outfit aufwertet.","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike"
"Puma x Super Mario Future Rider ""NES""","https://www.43einhalb.com/p/puma-x-super-mario-future-rider-nes-444344","https://43einhalb.com/media/254297/w/616/h/370/n/puma-future-rider-nes-super-mario-1.jpg","","","","","€ 89,95","Releasedate: 04.12.2020 | Online: 00:01 Uhr.
Anlässlich des 35. Jubiläums des Super Mario Bros. Franchises hat sich der japanische Gaming-Hersteller Nintendo mit Puma zusammengetan, um gemeinsam einige Sneaker im Design des legendären italienischen Klempners herauszubringen.
Dieses mal diente das beliebte Super Mario 64 Spiel als Inspiration, das ursprünglich auf dem Nintendo Entertainment System, besser bekannt als NES gelauncht wurde. Deshalb ist das Design des Puma Future Riders gleichzeitig eine Homage an die Konsole, denn auf dem Schuh findet sich nicht nur das gleiche Farbschema aus Grau, Rot und Schwarz wieder, auch einige Details wie der Power- und der Reset-Button haben es auf den Schuh geschafft. Obendrein zeigt die Zunge des bequemen Runners das Cover des ersten Super Mario Spiels überhaupt und am Schuh ist ein Hangtag des klassischen NES Controllers befestigt!","https://43einhalb.com/media/59719/w/240/h/158/n/59719.jpg","https://www.43einhalb.com/marken/puma"
