"Sneaker_name","Sneaker_url","Sneaker_img","Sneaker_title","Sneaker_title_url","Sneaker_brand","Sneaker_brand_url","Sneaker_price","Sneaker_description","Sneaker_brand_img","Sneaker_brand_img_url"
"Reebok Classic Leather Legacy (grau / blau)","https://www.43einhalb.com/p/reebok-classic-leather-legacy-grau-blau-458448","https://43einhalb.com/media/256342/w/616/h/370/n/reebok-fz0815-cl-legacy-1.jpg","Classic Leather Legacy (grau / blau)","","Reebok","","€ 99,95","»Write Your Legacy«
Getreu diesem Motto bringt Reebok mit dem Classic Leather Legacy ein neues Modell an den Start, das seine DNA gleich aus zwei Reebok-Ikonen zieht. Inspiriert von der Running Heritage des Aztec von 1979 und des Classic Leather aus ’83, mit denen Reebok endgültig den Status als internationale Sportswear-Brand erreichte, ist es jetzt an der Zeit für deine Legacy!
Neuer Schuh. Alte Seele.
Reebok schaut aber bei diesem Modell nicht nur auf seine Running-Vergangenheit, sondern kombiniert klassische Designelementen des Classic Leather und Aztec mit den Trends von heute, um so unseren modernen Ansprüche gerecht zu werden.
Die neue Silhouette kommt mit einem aggressiven Shape und ist voll gespickt mit schönen Details, die am kompletten Schuh vorzufinden sind. Am Upper findest du hochwertige Suede Overlays, die über der klassischen, atmungsaktiven Nylon-Toebox vernäht sind. Sowohl auf der Innen- und Außenseite kommt das klassische Reebok Branding, das sich farblich vom Rest des Schuhs absetzt und für einen echten Hingucker sorgt. Des Weiteren befindet sich am Heel des Schuhs ein mit »Reebok« geprägtes Ledertag, das zusätzlich den Einstieg in den Legacy vereinfacht.
Besonders begeistert uns das hochwertige Lederlining und der von innen gepolsterte Knöchelbereich, der den Tragekomfort auf ein ganz anderes Level hebt. Komplettiert wird der Vintage Running-Vibe von der nach hinten verlängerten Zwischensohle, die den Schuh noch dynamischer wirken lässt und einer offen gehaltenen Schaumstoffzunge.
Mit dem Classic Legacy bringt Reebok ein heißes Teil von der Laufbahn auf die Straße und damit auch an deine Füße!","https://43einhalb.com/media/244388/w/240/h/158/n/244388.jpg","https://www.43einhalb.com/marken/reebok"
"Reebok AD Court (weiß / türkis)","https://www.43einhalb.com/p/reebok-ad-court-weiss-tuerkis-456716","https://43einhalb.com/media/255094/w/616/h/370/n/reebok-women-fy4999-ad-court-6-2.jpg","Force 1 TD (weiß)","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Nike","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","€ 89,95","","https://43einhalb.com/media/244388/w/240/h/158/n/244388.jpg","https://www.43einhalb.com/marken/reebok"
"New Balance ML527LB (dunkelblau / weiß)","https://www.43einhalb.com/p/new-balance-ml527lb-dunkelblau-weiss-409765","https://43einhalb.com/media/253749/w/616/h/370/n/nb-823871-60-3-ml527lb-1.jpg","Cloudswift (blau / weiß)","https://www.43einhalb.com/p/on-cloudswift-blau-weiss-304600","On","https://www.43einhalb.com/p/on-cloudswift-blau-weiss-304600","€ 79,95","Ein absoluter Klassiker: Der New Balance ML527LB überzeugt als stylische Neuinterpretation des typischen NB-Runners im klassischen Stil.
Hierbei besticht der Runner vor allem durch seine schlanke Silhouette und den alltagstauglichen Look. Das leichte und flexible Obermaterial aus Wildleder und Mesh-Obermaterial ist mit dem klassischen NB-Branding versehen, während die leichte EVA- Zwischensohle für bequemen Komfort und die strapazierfähige Gummiaußensohle für festen Halt sorgen. On top beglückt uns der neue NB ML527LB mit dem dunkelblauen Upper und den weißen Details einen starken und modernen Look.","https://43einhalb.com/media/212737/w/240/h/158/n/212737.jpg","https://www.43einhalb.com/marken/new-balance"
"New Balance CTALYMAB (weiß / grün)","https://www.43einhalb.com/p/new-balance-ctalymab-weiss-gruen-408107","https://43einhalb.com/media/253771/w/616/h/370/n/nb-817101-60-3-ctalymab-1.jpg","Force 1 TD (weiß)","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Nike","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","€ 89,95","Der New Balance CT ALLEY ist eine stylische Option für jeden Tag. Der CT Alley Unisex-Sneaker mit seinen hochwertigen Lederdetails zeigt sich in einem zurückhaltenden Understatement-Look. Die klaren Linien sorgen für den trendigen, zeitgemäßen Look, während die Synthetik-Konstruktion den ganzen Tag über Komfort und langfristige Haltbarkeit bietet. Die vielseitig tragbare Silhouette überzeugt durch sein cleanes Design und passt damit zu jedem Anlass.","https://43einhalb.com/media/212737/w/240/h/158/n/212737.jpg","https://www.43einhalb.com/marken/new-balance"
"adidas UltraBOOST 4.0 DNA (schwarz)","https://www.43einhalb.com/p/adidas-ultraboost-40-dna-schwarz-457902","https://43einhalb.com/media/253487/w/616/h/370/n/adidas-fy9121-ultraboost-40-dna-1.jpg","Cloud ""All Black""","https://www.43einhalb.com/p/on-cloud-all-black-106398","On","https://www.43einhalb.com/p/on-cloud-all-black-106398","€ 159,95","Mit der Entwicklung der BOOST-Technologie und dem allersten BOOST-Modell, welches 2015 das Licht der Welt erblickte, setzte die Marke mit den drei Streifen in den letzten Jahren einen Meilenstein! Das Modell überzeugt durch die innovative Dämpfungstechnologie nicht nur den Laufschuh-Markt, sondern konnte sich auch im Lifestyle-Bereich beweisen. Selten hat eine Dämpfung in den letzten Jahren so positiv überrascht wie die BOOST-Technologie von adidas. Durch mehrere Kollaborationen mit den relevantesten Szene-Magazinen, Designern und Rappern ist die Silhouette wohl jetzt schon eine Ikone für alle Sneaker-Fans.
Hier präsentieren wir dir den UltraBOOST 4.0 DNA im all-black Colorway. Dank dem Primeknit Upper bleibt der Sneaker atmungsaktiv und flexibel. Durch die Verstärkung im Mittelfußbereich und die Continental Außensohle eignet sich der Sneaker perfekt für den nächsten Run.","https://43einhalb.com/media/58939/w/240/h/158/n/58939.jpg","https://www.43einhalb.com/marken/adidas"
"New Balance WL393EP1 (schwarz / pink)","https://www.43einhalb.com/p/new-balance-wl393ep1-schwarz-pink-406985","https://43einhalb.com/media/250162/w/616/h/370/n/nb-830891-50-8-wl393ep1-1.jpg","M Clifton 7 (dunkelblau / grün)","https://www.43einhalb.com/p/hoka-one-one-m-clifton-7-dunkelblau-gruen-436120","HOKA ONE ONE","https://www.43einhalb.com/p/hoka-one-one-m-clifton-7-dunkelblau-gruen-436120","€ 84,95","Der NB 393 bekommt ein modernes Update verpasst!
Der aktualisierte 393 ist der ideale Schuh für jede Lebenslage und jedes Outfit. Neben der athletischen Formgebung und dem neuen Sohlenrand überzeugt die klassischen Silhouette mit einer frischen Details und bleibt dabei ganz dem typischen NB-Style treu. Das Upper aus Schweinsleder und Mesh sowie die EVA-Mittelsohle sorgen für angenehmen Komfort.
Hier kommt der New Balance WL393EP1 im schwarzen Upper mit rosanen Details daher.","https://43einhalb.com/media/212737/w/240/h/158/n/212737.jpg","https://www.43einhalb.com/marken/new-balance"
"New Balance MT574ATC (dunkelgrün / dunkelrot)","https://www.43einhalb.com/p/new-balance-mt574atc-dunkelgruen-dunkelrot-408219","https://43einhalb.com/media/248377/w/616/h/370/n/nb-819511-60-6-mt574atc-1.jpg","Atacama (olive / schwarz)","https://www.43einhalb.com/p/birkenstock-atacama-olive-schwarz-400724","Birkenstock","https://www.43einhalb.com/p/birkenstock-atacama-olive-schwarz-400724","€ 99,95","Wenn man von New Balance spricht, kommt zwangsläufig der 574er zur Sprache. Es ist das seit 1988 immer leuchtende Aushängeschild der Laufschuhmarke, welches Liebhaber als auch New Balance Neulinge gleichermaßen begeistert!
Ausgestattet mit dem ENCAP-System, welches zusätzlich Stabilität und Dämpfung bringt, war der New Balance 574 viele Jahre einer der beliebtesten Laufschuhe. Heute ist er der solideste Lifestyle-Sneaker im New Balance Sortiment, nicht zuletzt weil er den Spagat zwischen Sportlichkeit und Casual wie kaum ein anderer Sneaker beherrscht.
Hier kommt der New Balance MT574ATC in einem all-over oliven Upper mit dunkelroten Akzenten daher. Die luftige Mesh Toebox und die hochwertigen Suede Overlays sorgen bei diesem Schuh für einen absolut gelungenen Materialmix. Aberundet wird der Look durch die neon-grünen Details unter dem »N-Branding«, dem Heel und der Zunge.","https://43einhalb.com/media/212737/w/240/h/158/n/212737.jpg","https://www.43einhalb.com/marken/new-balance"
"adidas Supercourt ""Clean Classic"" (weiß / blau)","https://www.43einhalb.com/p/adidas-supercourt-clean-classic-weiss-blau-428330","https://43einhalb.com/media/246854/w/616/h/370/n/adidas-fu9728-supercourt-clean-classics-1.jpg","Force 1 TD (weiß)","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Nike","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","€ 99,95","Der adidas Supercourt steht für moderne minimalistischen Tennis-Style und das seit über 40 Jahren! Typisch für den Klassiker ist sein minimalistisches Design. Das cleane Leder Obermaterial wird durch dekorative Nähte und mehreren Overlays unterbrochen, wodurch der Sneaker Tiefe Struktur bekommt. Die perforierten Drei Streifen geben den Klassiker den letzten Schliff.
Dieser klassische Supercourt kommt mit einem fast komplett weißen Upper und einer gesprenkelten Midsole daher. Was diesen Schuh wirklich besonders macht, ist aber das nachhaltige Konzept, denn das Upper besteht aus mindestens 70% recycelten Materialien und die Outsole wurde aus speziellen Gummibäumen hergestellt. Darüber hinaus wurde der Schuh aus veganen Materialien produziert und besitzt mit dem farblich blau abgesetzten Slogan auf dem Heel ein weiteres optisches Highlight.","https://43einhalb.com/media/58939/w/240/h/158/n/58939.jpg","https://www.43einhalb.com/marken/adidas"
"New Balance CW997HBJ (dunkelblau / grau / weiß)","https://www.43einhalb.com/p/new-balance-cw997hbj-dunkelblau-grau-weiss-408503","https://43einhalb.com/media/255440/w/616/h/370/n/nb-823831-50-10-cw997hbj-1.jpg","CW997HBJ (dunkelblau / grau / weiß)","","New Balance","","€ 89,95","New Balance bringt mit dem 997H ein neues Lifestylemodell auf den Markt, das vom klassischen 997er, der 1991 erstmals released wurde, inspiriert ist und neuste Innovation mit unverwechselbarem Style verbindet.
Der neue 997H glänzt durch einen modernen Look, bleibt dem New Balance Heritage-Gedanken dennoch treu und bringt somit nicht nur Sneaker-Freunde wie uns ins Schwärmen! Durch die modernisierte und extrem leichte Außensohle wird Komfort und optimale Stabilität bestens vereint. Anders als beim 997 besteht das Upper der neuen Silhouette aus synthetischem Leder, on top wurden besondere Wildleder-, Mesh-, und Lederdetails verarbeitet.
Dieser CW997HBJ releast in einem schönen dunkelblauen Colorway mit grauen und weißen Details. Der Shape und die Farbkombination sind einfach nur überragend - hier wurde alles richtig gemacht!","https://43einhalb.com/media/212737/w/240/h/158/n/212737.jpg","https://www.43einhalb.com/marken/new-balance"
"New Balance WL311CB2 (hellgrau)","https://www.43einhalb.com/p/new-balance-wl311cb2-hellgrau-408779","https://43einhalb.com/media/255426/w/616/h/370/n/nb-820001-50-12-wl311cb2-1.jpg","V-10 - B-MESH (beige / weiß)","https://www.43einhalb.com/p/veja-v-10%09-b-mesh-beige-weiss-392484","VEJA","https://www.43einhalb.com/p/veja-v-10%09-b-mesh-beige-weiss-392484","€ 74,95","Die überarbeitete New Balance 311 Silhouette ist der perfekte Lifestyle-Sneaker für jede Lebenslage und besticht vor allem durch seinen Komfort! Gleich drei verschiedene Technologien sorgen für einen angenehmen Tragekomfort denn neben den eigens entwickelten Memory Sole-Komforteinlagen greift der Schuh auch auf die innovative Cush+ und Ground Contact IMEVA-Dämpfung zurück. Obendrein besteht die 311 Silhouette aus einem äußerst strapazierfähigen Nylon-Obermaterial.
Hier releast New Balance den WL311CB2 in einem cleanen hellgrauen Colorway.","https://43einhalb.com/media/212737/w/240/h/158/n/212737.jpg","https://www.43einhalb.com/marken/new-balance"
"New Balance WL311CD2 (lila / grau)","https://www.43einhalb.com/p/new-balance-wl311cd2-lila-grau-408435","https://43einhalb.com/media/255414/w/616/h/370/n/nb-820001-50-14-wl311cd2-1.jpg","Old Skool (lila / weiß)","https://www.43einhalb.com/p/vans-old-skool-lila-weiss-426032","Vans","https://www.43einhalb.com/p/vans-old-skool-lila-weiss-426032","€ 74,95","Die überarbeitete New Balance 311 Silhouette ist der perfekte Lifestyle-Sneaker für jede Lebenslage und besticht vor allem durch seinen Komfort! Gleich drei verschiedene Technologien sorgen für einen angenehmen Tragekomfort denn neben den eigens entwickelten Memory Sole-Komforteinlagen greift der Schuh auch auf die innovative Cush+ und Ground Contact IMEVA-Dämpfung zurück. Obendrein besteht die 311 Silhouette aus einem äußerst strapazierfähigen Nylon-Obermaterial.
Hier releast New Balance den WL311CD2 in einem superschönen Colorway, der lila und grau miteinander kombiniert.","https://43einhalb.com/media/212737/w/240/h/158/n/212737.jpg","https://www.43einhalb.com/marken/new-balance"
"Reebok AD Court (weiß / blau / rot)","https://www.43einhalb.com/p/reebok-ad-court-weiss-blau-rot-453614","https://43einhalb.com/media/254977/w/616/h/370/n/reebok-fx1340-ad-court-6.jpg","Force 1 TD (weiß)","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","Nike","https://www.43einhalb.com/p/nike-force-1-td-weiss-251838","€ 99,95","Mit dem Ad Court präsentiert uns Reebok jetzt die nächste cleane Lifestyle-Silhouette inspiriert von den heiligen Hallen des firmeneigenen Tennis-Archivs. Mit dem cleanen Design sorgt der Ad Court für einen authentischen 80er Tennis Style, dessen Velourleder-Details an der Ferse für einen schönen Kontrast zum weißen Glattleder-Upper sorgen.","https://43einhalb.com/media/244388/w/240/h/158/n/244388.jpg","https://www.43einhalb.com/marken/reebok"
"New Balance ML574XAB (schwarz / braun)","https://www.43einhalb.com/p/new-balance-ml574xab-schwarz-braun-409405","https://43einhalb.com/media/240311/w/616/h/370/n/nb-824841-60-8-ml574xab-1.jpg","Cloud ""All Black""","https://www.43einhalb.com/p/on-cloud-all-black-106398","On","https://www.43einhalb.com/p/on-cloud-all-black-106398","€ 119,95","Wenn man von New Balance spricht, kommt zwangsläufig der 574er zur Sprache. Es ist das seit 1988 immer leuchtende Aushängeschild der Laufschuhmarke, welches Liebhaber als auch New Balance Neulinge gleichermaßen begeistert!
Ausgestattet mit dem ENCAP-System, welches zusätzlich Stabilität und Dämpfung bringt, war der New Balance 574 viele Jahre einer der beliebtesten Laufschuhe. Heute ist er der solideste Lifestyle-Sneaker im New Balance Sortiment, nicht zuletzt weil er den Spagat zwischen Sportlichkeit und Casual wie kaum ein anderer Sneaker beherrscht.
Hier kommt der New Balance ML574XAB mit einem schlichten, schwarzen Upper mit braunen Leder-Details daher. Die Laces, die man sonst von Boots kennt, sorgen für einen lässigen Outdoor-Look!","https://43einhalb.com/media/212737/w/240/h/158/n/212737.jpg","https://www.43einhalb.com/marken/new-balance"
"New Balance WL393SP1 (rosa / weiß)","https://www.43einhalb.com/p/new-balance-wl393sp1-rosa-weiss-406457","https://43einhalb.com/media/243040/w/616/h/370/n/nb-830901-50-13-wl393sp1-1.jpg","Arizona BF Patent Fuchsia Tulip","https://www.43einhalb.com/p/birkenstock-arizona-bf-patent-fuchsia-tulip-438400","Birkenstock","https://www.43einhalb.com/p/birkenstock-arizona-bf-patent-fuchsia-tulip-438400","€ 84,95","Der NB 393 bekommt ein modernes Update verpasst!
Der aktualisierte 393 ist der ideale Schuh für jede Lebenslage und jedes Outfit. Neben der athletischen Formgebung und dem neuen Sohlenrand überzeugt die klassischen Silhouette mit einer frischen Details und bleibt dabei ganz dem typischen NB-Style treu. Das Upper aus Schweinsleder und Mesh sowie die EVA-Mittelsohle sorgen für angenehmen Komfort.
Hier kommt der New Balance WL393SP1 im rosa Upper mit weißen Details.","https://43einhalb.com/media/212737/w/240/h/158/n/212737.jpg","https://www.43einhalb.com/marken/new-balance"
"Vans Vault x Taka Hayashi DIY HI LX (schwarz / bunt)","https://www.43einhalb.com/p/vans-vault-x-taka-hayashi-diy-hi-lx-schwarz-bunt-465341","https://43einhalb.com/media/252434/w/616/h/370/n/vans-vn0a4ux52nq1-ua-th-diy-hi-vlt-lx-1.jpg","Cloud ""All Black""","https://www.43einhalb.com/p/on-cloud-all-black-106398","On","https://www.43einhalb.com/p/on-cloud-all-black-106398","€ 229,95","Vans und der japanische Künstler Taka Hayashi setzen ihre Langzeit-Zusammenarbeit fort und bringen ein Pack an den Start, das aus einem Low- und einem High-Top-Modell besteht.
Bei diesem Drop ist Eure Kreativität gefragt, denn beide Schuhe besitzen ein Upper aus Velcro-Tape, das sich individuell mit den beiliegenden Patches gestalten lässt. Die Base des Uppers kommt in Schwarz mit roten und blauen Kontrastnähten daher.","https://43einhalb.com/media/103047/w/240/h/158/n/103047.jpg","https://www.43einhalb.com/marken/vans"
"adidas UltraBOOST 20 DNA (silber)","https://www.43einhalb.com/p/adidas-ultraboost-20-dna-silber-455882","https://43einhalb.com/media/254967/w/616/h/370/n/adidas-fx7957-ultraboost-20-dna-6.jpg","WROAVTK (schwarz / weiß)","https://www.43einhalb.com/p/new-balance-wroavtk-schwarz-weiss-359845","New Balance","https://www.43einhalb.com/p/new-balance-wroavtk-schwarz-weiss-359845","€ 179,95","","https://43einhalb.com/media/58939/w/240/h/158/n/58939.jpg","https://www.43einhalb.com/marken/adidas"
