"Sneaker_name","Sneaker_url","Sneaker_img","Sneaker_title","Sneaker_brand","Sneaker_price","Sneaker_description","Sneaker_brand_img","Sneaker_brand_img_url","Sneaker_title_url","Sneaker_brand_url"
"adidas UltraBOOST 4.0 DNA (grau / weiß)","https://www.43einhalb.com/p/adidas-ultraboost-40-dna-grau-weiss-458006","https://43einhalb.com/media/255795/w/616/h/370/n/adidas-fy9319-ultraboost-40-dna-1.jpg","UltraBOOST 4.0 DNA (grau / weiß)","adidas","€ 159,95","Mit der Entwicklung der BOOST-Technologie und dem allersten BOOST-Modell, welches 2015 das Licht der Welt erblickte, setzte die Marke mit den drei Streifen in den letzten Jahren einen Meilenstein! Das Modell überzeugt durch die innovative Dämpfungstechnologie nicht nur den Laufschuh-Markt, sondern konnte sich auch im Lifestyle-Bereich beweisen. Selten hat eine Dämpfung in den letzten Jahren so positiv überrascht wie die BOOST-Technologie von adidas. Durch mehrere Kollaborationen mit den relevantesten Szene-Magazinen, Designern und Rappern ist die Silhouette wohl jetzt schon eine Ikone für alle Sneaker-Fans.
Hier präsentieren wir dir den UltraBOOST 4.0 DNA im grey-and-white Colorway. Dank dem Primeknit Upper bleibt der Sneaker atmungsaktiv und flexibel. Durch die Verstärkung im Mittelfußbereich und die Continental Außensohle eignet sich der Sneaker perfekt für den nächsten Run.","https://43einhalb.com/media/58939/w/240/h/158/n/58939.jpg","https://www.43einhalb.com/marken/adidas","",""
"New Balance M670NVY - Made in England (navy)","https://www.43einhalb.com/p/new-balance-m670nvy-made-in-england-navy-409237","https://43einhalb.com/media/240267/w/616/h/370/n/nb-821861-60-10-m670nvy-1.jpg","Cloudswift (blau / weiß)","On","€ 189,95","Wir haben Grund zu Freude, denn New Balance hat den legendären 670er wieder auf den Markt gebracht!
Die schlichte Running-Silhouette kommt als eins-zu-eins Remake der Originalversion wieder und überzeugt durch seinen hohen Komfort, erstklassige Verarbeitung und natürlich auch durch die extrem langlebige Vibram Sohle!
Natürlich kommt der M670NVY auch mit seinen Key Design-Detail, dem doppelt hinterlegten »N«-Branding. Der Made-in-England Klassiker kommt hier in einem super hochwertigem blauen Leder-Upper daher, das durch beige Details gelungen abgerundet wird.","https://43einhalb.com/media/212737/w/240/h/158/n/212737.jpg","https://www.43einhalb.com/marken/new-balance","https://www.43einhalb.com/p/on-cloudswift-blau-weiss-304600","https://www.43einhalb.com/p/on-cloudswift-blau-weiss-304600"
"Nike Blazer Mid '77 Suede ""Light Orewood Brown""","https://www.43einhalb.com/p/nike-blazer-mid-77-suede-light-orewood-brown-379932","https://43einhalb.com/media/256231/w/616/h/370/n/nike-ci1172-100-blazer-mid-77-suede-1.jpg","Blazer Mid '77 Suede ""Light Orewood Brown""","Nike","€ 99,95","Der Nike Blazer wurde bei seiner Premiere im Jahr 1972 zum sofortigen Klassiker, sowohl auf, als auch abseits des Platzes. Seinen Namen verdankt er Portlands Basketballteam, als dieses der Liga beitrat.
Der Blazer kann außerdem mit Stolz von sich behaupten, nicht nur einer der ersten Sneaker auf den Basketball-Courts der 70er zu gewesen zu sein, sondern zudem den wohl größten Nike Swoosh zu tragen, der jemals auf einem Nike Sneaker platziert wurde.
2019 war das Jahr des Blazers - Virgil Abloh und Sacai haben sich bereits die Silhouette vorgeknöpft und ihr frisches Leben eingehaucht. Für das neue Jahr hat Nike Sportswear einige weitere Releases auf Lager wie diesen grandiosen »Vintage« Release!
Der neue Blazer Mid '77 »Light Orewood Brown« verfügt über ein Obermaterial aus beigem Suede und einem schwarzen Nike Swoosh. Die weiße Mittelsohle sorgt für einen Old-School-Look und lässt unser Sneakerherz höher schlagen!
Zu unseren Nike Blazer-Modellen.","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike","",""
"Nike Air Force 1 GTX Boot (braun)","https://www.43einhalb.com/p/nike-air-force-1-gtx-boot-braun-449734","https://43einhalb.com/media/255687/w/616/h/370/n/nike-ct2815-200-air-force-1gtx-boot-1.jpg","ML574XAA (braun)","New Balance","€ 179,95","Releasedate: 18.12.2020 | Online: 09:00 Uhr.
Ursprünglich 1982 als erster Basketballschuh mit der der Nike Air Technologie auf den Markt bzw. Court gebracht, ließ bereits der Name der neuen Premium-Silhouette Großes erwarten. So zog man Inspiration bei dem Präsidenten der Vereinigten Staaten selbst und taufte den neuen Basketball-Sneaker kurzerhand in Anlehnung an das Präsidentenflugzeug »Air Force 1«. Während der Kultsneaker zunächst als praktische High-Top-Schuh auf dem Court groß und später als angesagt Low-Top-Verison in der Hip Hop-Szene gefeiert wurde, dient die klassische AF1-Silhouette seither als Grundlage für zahlreiche künstlerische Designs, subtile zeitgemäße Updates und starke Kollaborationen. Dabei ging jedoch nie die typische AF1-DNA, die wir by the way ihrem Designer Bruce Kilgore zu verdanken haben, verloren. Dank seiner zeitlosen Wandelbarkeit mauserte sich die einzigartige Air Force-Silhouette nach und nach zum unangefochtenen Standard in der weltweiten Streetwear-Szene – eine waschechte »Ikone« eben, die sich ihren Titel mehr als verdient hat.
Damit Ihr eure Lieblings-Silhouette auch während der regnerischen Herbst-Tage tragen könnt hat Nike den Air Force 1 mit einem wetterfesten Gore-Tex Membran ausgestattet! Dank der robusten Sohle eignet sich dieser Air Force High besonders für längere Wanderungen, egal auf welchem Untergrund.","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike","https://www.43einhalb.com/p/new-balance-ml574xaa-braun-409515","https://www.43einhalb.com/p/new-balance-ml574xaa-braun-409515"
"Nike Air Force 1 GTX Boot (schwarz / braun)","https://www.43einhalb.com/p/nike-air-force-1-gtx-boot-schwarz-braun-449692","https://43einhalb.com/media/255680/w/616/h/370/n/nike-ct2815-001-air-force-1gtx-boot-1.jpg","Cloud ""All Black""","On","€ 179,95","Releasedate: 18.12.2020 | Online: 09:00 Uhr.
Ursprünglich 1982 als erster Basketballschuh mit der der Nike Air Technologie auf den Markt bzw. Court gebracht, ließ bereits der Name der neuen Premium-Silhouette Großes erwarten. So zog man Inspiration bei dem Präsidenten der Vereinigten Staaten selbst und taufte den neuen Basketball-Sneaker kurzerhand in Anlehnung an das Präsidentenflugzeug »Air Force 1«. Während der Kultsneaker zunächst als praktische High-Top-Schuh auf dem Court groß und später als angesagt Low-Top-Verison in der Hip Hop-Szene gefeiert wurde, dient die klassische AF1-Silhouette seither als Grundlage für zahlreiche künstlerische Designs, subtile zeitgemäße Updates und starke Kollaborationen. Dabei ging jedoch nie die typische AF1-DNA, die wir by the way ihrem Designer Bruce Kilgore zu verdanken haben, verloren. Dank seiner zeitlosen Wandelbarkeit mauserte sich die einzigartige Air Force-Silhouette nach und nach zum unangefochtenen Standard in der weltweiten Streetwear-Szene – eine waschechte »Ikone« eben, die sich ihren Titel mehr als verdient hat.
Damit Ihr eure Lieblings-Silhouette auch während der regnerischen Herbst-Tage tragen könnt hat Nike den Air Force 1 mit einem wetterfesten Gore-Tex Membran ausgestattet! Dank der robusten Sohle eignet sich dieser Air Force High besonders für längere Wanderungen, egal auf welchem Untergrund.","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike","https://www.43einhalb.com/p/on-cloud-all-black-106398","https://www.43einhalb.com/p/on-cloud-all-black-106398"
"Nike WMNS Waffle Racer 2X ""Leopard""","https://www.43einhalb.com/p/nike-wmns-waffle-racer-2x-leopard-453074","https://43einhalb.com/media/254768/w/616/h/370/n/nike-women-dc9208-001-waffle-racer-2x-1.jpg","Aussie OG Prep 2.0 (orange)","KangaROOS","€ 109,95","Releasedate: 10.12.2020 | Online: 09:00 Uhr.
Inspiriert vom Design des legendären OG Waffle Trainers, dessen Sohle einst von Bill Bowerman höchstpersönlich von Hand in einem Waffeleisen gegossen wurde, kommt jetzt der Waffle Racer 2X mit einer verbesserten Sohlenkonstruktion daher.
Diese exklusiv für unsere Mädels designte Silhouette im Prototyp-Design überzeugt durch das leichte schwarze Synthetik Upper, auf dem sich zahlreiche Overlays mit Leoparden-Prints befinden, welche den Schuh mit ausreichend Stabilität und Robustheit versorgen. Abgerundet wird dieser Sneaker im DIY-Look durch den aufgestickten Swoosh.","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike","https://www.43einhalb.com/p/kangaroos-aussie-og-prep-20-orange-462874","https://www.43einhalb.com/p/kangaroos-aussie-og-prep-20-orange-462874"
"Nike WMNS Blazer Mid '77 ""Leopard""","https://www.43einhalb.com/p/nike-wmns-blazer-mid-77-leopard-453042","https://43einhalb.com/media/254767/w/616/h/370/n/nike-woman-dc9207-001-blazer-mid-77-1.jpg","Cloud ""All Black""","On","€ 109,95","Releasedate: 10.12.2020 | Online: 09:00 Uhr.
Der Nike Blazer wurde bei seiner Premiere im Jahr 1972 zum sofortigen Klassiker, sowohl auf, als auch abseits des Platzes. Seinen Namen verdankt er Portlands Basketballteam, als dieses der Liga beitrat.
Außerdem kann der Blazer mit Stolz von sich behaupten, nicht nur einer der ersten Sneaker auf den Basketball-Courts der 70er zu gewesen zu sein, sondern zudem den wohl größten Nike Swoosh zu tragen, der jemals auf einem Nike Sneaker platziert wurde.
Der neue WMNS Blazer Mid '77 »Leopoard« verfügt über ein Obermaterial aus schwarzem Glatteder und einem Nike Swoosh im Animal-Print. Außerdem wurde das Heel und die Zunge ebenfalls mit einem Leo-Detail augestattet.","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike","https://www.43einhalb.com/p/on-cloud-all-black-106398","https://www.43einhalb.com/p/on-cloud-all-black-106398"
"Nike WMNS Air Max 95 (schwarz / beige)","https://www.43einhalb.com/p/nike-wmns-air-max-95-schwarz-beige-498522","https://43einhalb.com/media/256169/w/616/h/370/n/nike-woman-cv8828-001-air-max-95-1-kopie.jpg","WMNS Air Max 95 (schwarz / beige)","Nike","€ 169,95","","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike","",""
"adidas x Pharrell Williams Solar HU (schwarz)","https://www.43einhalb.com/p/adidas-x-pharrell-williams-solar-hu-schwarz-508194","https://43einhalb.com/media/255217/w/616/h/370/n/adidas-gx2485-solar-hu-bf-energy-fi-6.jpg","Cloud ""All Black""","On","€ 159,95","Releasedate: 12.12.2020 | Online: 00:01 Uhr.
Zwei geniale Partner und eine starke Botschaft: Human Race. Wir sind alle eine Rasse, alles Menschen.
Dass Pharell Williams und adidas einfach eine perfekte Kombo sind, haben sie bereits unter anderem auf dem Superstar und dem Stan Smith bewiesen. Nun legen der US-amerikanische Tausendsassa und die fränkische Brand nach und präsentieren 2020 neue Colorways der NMD »Human Race«-Reihe.
Dieses Mal beweist sich der Künstler und Musiker aus Virginia auf der beliebten UltraBOOST Running-Silhouette. Trotz des schlichten Designs und der dunklen Farben hat es das Modell in sich. Dank der BOOST Mid Sole und dem flexiblen Obermaterial, eignet sich der Sneaker perfekt für den nächsten Run. Die reflektierenden Rope Laces und der »HU« Schriftzug runden das Modell perfekt ab.","https://43einhalb.com/media/58939/w/240/h/158/n/58939.jpg","https://www.43einhalb.com/marken/adidas","https://www.43einhalb.com/p/on-cloud-all-black-106398","https://www.43einhalb.com/p/on-cloud-all-black-106398"
"Nike WMNS Air Max 90 (beige)","https://www.43einhalb.com/p/nike-wmns-air-max-90-beige-452442","https://43einhalb.com/media/254315/w/616/h/370/n/nike-women-dc1161-100-air-max-90-1.jpg","V-10 - B-MESH (beige / weiß)","VEJA","€ 159,95","Releasedate: 05.12.2020 | Online: 09:00 Uhr.
Der AM90 ist eine absolute Legende unter Nike’s Air-Reihe und überrascht uns doch immer wieder mit starken Releases!
Die sichtbare Air-Unit im Air Max 1 ist Tinker Hatfields ganzer Stolz. Kein Wunder also das der Nike-Designer nur wenige Jahre später den AM90 an den Start brachte, dessen Air-Unit nicht nur um einiges größer war als die des 1er AM, sondern zusätzlich durch farbliche Akzente hervorgehoben wurde. Technisch gesehen, entsprach der Air Max 90 jedoch einer ganz anderen Liga. Kreiert als Performance Laufschuh, wurde der AM90 mit einer neuen Mittelsohle aus zwei getrennten Teilen geschaffen. Das machte den Sneaker noch bequemer und garantiert zudem eine höherer Haltbarkeit. Außerdem versah Hatfield den 90er mit seinem Markenzeichen. Dem angeschnittenen Nike »Swoosh«.
Passend zum 30. Jubiläum des Air Max 90 bringt Nike eine neue Version an den Start. Dafür kommt der Nike Air Max 90 in seinem OG Shape zurück. Der neue all-over beige Colorway für WMNS sorgt für einen echt cleanen Look.","https://43einhalb.com/media/58940/w/240/h/158/n/58940.jpg","https://www.43einhalb.com/marken/nike","https://www.43einhalb.com/p/veja-v-10%09-b-mesh-beige-weiss-392484","https://www.43einhalb.com/p/veja-v-10%09-b-mesh-beige-weiss-392484"
